trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10
5,0.19773812589466466,0.12671245903936607,0.10882536371312648,0.12179877261611957,0.1721084660950429,0.2056162795208828,0.2616399671319896,0.3420046945799189,0.20646022923423402,0.2094885509459199,0.22134033685194904,0.2407728334631572,0.26937669146602955
30,0.17998170918084,0.12224068520780618,0.2889272882619583,0.24431117580043743,0.21513193280103624,0.19527430595138504,0.1860141234067733,0.18591030545004394,0.1988433643421988,0.21252324728505637,0.2293854535747954,0.2445686267592778,0.27764604636828016
84,0.16222529246701536,0.11776891137624627,0.2740963985319549,0.25475103014946954,0.239376995077838,0.2269967810139966,0.21623879829825457,0.20975432644575043,0.20341915826764692,0.2052501034062563,0.233181246870916,0.2528379816615284,0.27764604636828016
149,0.14446887575319073,0.11329713754468637,0.2707973742254898,0.25898231397361776,0.24682239184385543,0.2352799518293346,0.22425713679107553,0.2140770941262692,0.2064538546067834,0.21329522012910265,0.23697704016703658,0.261107336563779,0.27764604636828016
