trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
19,0.2953178856852382,0.280597320156692,0.2681402947180003,0.25766520999401155,0.2547117419247614,0.2509970068652821,0.2502738108166218,0.24724997340512367,0.24470318594583984,0.2425447568065091,0.23917302252804779,0.23980381460845013,0.24497063178698156,0.24223429892276271,0.2434249602261156,0.2456685089210808,0.24502392184951835,0.2475794810232951,0.24938881135139324,0.2536667446071038,0.25650872069035224,0.2575524734316408,0.259487020408224,0.26210148275873413,0.2645768529218945,0.26881307116042175,0.2727491527426844,0.2798022306044978,0.295228817290872,0.31096607290090195
36,0.28278135650909814,0.27432266050784326,0.2648802535770219,0.2621197153878827,0.2590157507784508,0.2557919581147078,0.25321381418298233,0.25051379490654013,0.24876581088840824,0.2461211091476335,0.24168895002025997,0.24262428398916147,0.24787338958381147,0.24525902291700905,0.24678662828981324,0.24777603819882282,0.24709798198548083,0.25070974578418886,0.25003089895284214,0.25516362363351025,0.2564328297055701,0.2581502407870672,0.25985652654108926,0.263039207801124,0.26487681296108484,0.2706312202404951,0.2728990444537424,0.28317887782434653,0.2995654634142104,0.31449805458257857
60,0.27024482733295807,0.26804800085899455,0.26162021243604344,0.2575046638543468,0.25399364789044754,0.25113965504985286,0.2511182698080362,0.24989907304355524,0.25035026751114664,0.24718184025304551,0.25079835689211155,0.2480104296474192,0.25077614738064136,0.24828374691125538,0.2501482963535109,0.24988356747656487,0.24917204212144334,0.25384001054508265,0.250672986554291,0.2566605026599167,0.25635693872078785,0.25874800814249366,0.26022603267395444,0.26397693284351387,0.26517677300027515,0.2724493693205684,0.2730489361648004,0.28655552504419524,0.3039021095375488,0.31803003626425513
124,0.27542107374482505,0.2704546814224385,0.26582544304033096,0.26142713912135696,0.25704593984026,0.2546822622421392,0.2512968400013069,0.24802404535463696,0.24569199091894048,0.24592033795335755,0.2369833452277388,0.24206787399015167,0.23920957492851638,0.24006329216241795,0.24356097964333875,0.24294986171355584,0.24444921626240135,0.24874672374994436,0.2521698655806974,0.25658461167513447,0.2569547060762143,0.25911751427535884,0.2611637577163443,0.2642768928827042,0.2669949220803485,0.2725992610316264,0.2764255833846491,0.29089217116753363,0.3074340912192254,0.31803003626425513
