trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
9,0.21648317288245833,0.18370338549897958,0.14605887849653404,0.14279164503635886,0.1241553176175934,0.12454948167819001,0.1330874924739253,0.1303440442315658,0.15599448329655996,0.1539831196136163,0.19376550236707515,0.18375638886426882,0.22621018857788597,0.24855702213623254,0.25945604820141777,0.2921634937845593
29,0.20828822603658864,0.18760305424245635,0.16855615490343048,0.15107787673684173,0.139263222914442,0.13284670080251923,0.13209557141286743,0.14160631862547196,0.1476924396743225,0.14849478290356316,0.1698794986785151,0.1763671114764374,0.2317968969674726,0.2512817786525289,0.26763290959720315,0.2921634937845593
74,0.20009327919071895,0.17375499566048225,0.1775109738968098,0.16531301189332223,0.155035883686523,0.14655713622062386,0.14004631199741135,0.13477674385408417,0.139390396052085,0.14300644619351002,0.145993494989955,0.16897783408860598,0.23738360535705927,0.25400653516882515,0.27580977099298853,0.2921634937845593
134,0.19189833234484927,0.15990693707850814,0.16015130946658435,0.2189700772705393,0.20549763406868107,0.19350747658938566,0.1821251687003275,0.17319612464366232,0.16585254004490144,0.16166617900340619,0.15953573795228573,0.16158855670077457,0.2429703137466459,0.25673129168512143,0.2839866323887739,0.2921634937845593
