trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
17,0.15649152984247355,0.15090640213426715,0.1476361436493193,0.1443921025924464,0.1474982802791888,0.15109987529068952,0.1720196822901926,0.1902933515867989,0.20298305511718642,0.19004913311454547,0.19897527118964592,0.21250175722298512,0.2180907920324628,0.2059302767084229
42,0.1749713937875597,0.16018690546180592,0.15814589336679746,0.15462065306691655,0.15015224655759193,0.14953593871067308,0.15375588145556782,0.16082672371780204,0.17241392318101184,0.1915354647006597,0.20554358554360685,0.22494499116056965,0.23016952373164723,0.20801238148161275
102,0.16694972990312884,0.22583998929409133,0.2151895163210057,0.20628721639843983,0.19922583970394986,0.19379711740040997,0.18865759059051657,0.1869298544999965,0.18707646994231697,0.18583864248172408,0.18761528934781604,0.19393332863409393,0.20176606716204318,0.2100944862548026
161,0.158928066018698,0.22251184953157724,0.21414776163728957,0.2057711682051104,0.1991545998188085,0.1931265939617683,0.18947547108865773,0.19495645480859147,0.18856280152843122,0.192406956835685,0.20005852328540058,0.20601206033327837,0.20384817193523302,0.2100944862548026
