trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
13,0.2984272568243794,0.30154612218868176,0.3400726706450847,0.3429268641616439,0.3538793845276223,0.38881378430773567,0.42954941744597963,0.4368591591938917,0.4631955556105761,0.48053459046978925,0.5061321339929895,0.5149860109176697,0.5377404842548851,0.5584454378771128,0.5848006167644214,0.35674865275928724,0.36511785445610057,0.3718380103886788,0.4181078938866502,0.4322151956147643
38,0.3140029335709652,0.317027788762119,0.3173069060664239,0.3224820614487088,0.32380370022622745,0.3238104598336471,0.3391039143811896,0.34974757812930984,0.3535338018646925,0.3564876120081641,0.3590164512173336,0.3654371713162414,0.4468497839006593,0.46141237664522305,0.48136602368115616,0.3719017381523136,0.38574267590705247,0.3926840505854944,0.4203967954388203,0.43697994492665126
58,0.29156995637552746,0.3004803035050201,0.2835665385123433,0.29555421651268093,0.3018422657557201,0.30967506300444897,0.308126521405283,0.3207804119822084,0.3277250591806101,0.3290421328004939,0.3503908272160509,0.3460240966392792,0.35595908354643363,0.3643793154133333,0.3779314305978909,0.38705482354533993,0.4063674973580043,0.41353009078231,0.4226856969909904,0.4417446942385382
117,0.2965580392821046,0.3332019258557294,0.3223764789268003,0.31804462864428784,0.3063687520676273,0.31532621128015076,0.3150868094614838,0.3170812859268374,0.3143724229339438,0.32342106705508133,0.3296846480119161,0.32934892489839,0.3321125888598331,0.3383197405696484,0.3415955673662609,0.3444930330051487,0.3509919701918632,0.4158189923344801,0.4274504463028773,0.4417446942385382
