trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7
25,0.2592614737092054,0.2352305879530735,0.21319161968892408,0.19580922544420826,0.1886235919802786,0.18485272488552565,0.18994672507284655,0.26431225438553624,0.25356701537287657,0.24600235383180982,0.21474836004094947
45,0.2787425497945323,0.2576153947328498,0.23475489249398515,0.22340155628980218,0.21148048925113755,0.1988243069228373,0.19604385966900245,0.2391049882787494,0.23271792666212027,0.22794241366642987,0.21718130331089924
68,0.29822362587985923,0.2800002015126261,0.26258037141921153,0.24782794515279233,0.23847947936989033,0.22503711626174866,0.21661966404792257,0.21389772217196257,0.21186883795136396,0.2098824735010499,0.21961424658084902
128,0.2667271069164664,0.2465959106007751,0.3467082124662425,0.32963395716467153,0.31516128449224057,0.3011266088132006,0.28951952049232305,0.2744161040836329,0.2640622939971898,0.2123154167709997,0.21961424658084902
