trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
16,0.3094022674747027,0.3441012076928225,0.2746202026908239,0.21468043657931116,0.1964503425351897,0.1973428379201921,0.19936278328624404,0.2061887111208387,0.22162007439768627,0.2401177941383408,0.25795172336036454,0.27910843896844967,0.2920452403045551,0.2510560349591523,0.25659237327773177,0.2619149343516257,0.27244974846515757,0.28480595757378424
41,0.3094022674747027,0.2971093387409871,0.2597523595342741,0.23042405646384784,0.21502477342238302,0.20484003703642287,0.20755269673740168,0.20733444825273903,0.21034405193976927,0.21224743741448132,0.24035330057555124,0.25428803066973044,0.2640945062032067,0.2474415656987962,0.2570931482409688,0.26324968868211773,0.2763824011914315,0.2870514094018236
61,0.3094022674747027,0.2812734050058211,0.254631520306605,0.23180790719324446,0.22071539928559183,0.21633284768621702,0.21643318474701637,0.21682004521443798,0.21586601437295516,0.21921154097137377,0.22275487779073794,0.22946762237101123,0.23614377210185825,0.24382709643844008,0.2575939232042058,0.26458444301260975,0.2803150539177054,0.28929686122986303
120,0.3267517375837626,0.2779468038483225,0.32106981451690453,0.29817542820567877,0.2797408860812586,0.2653793779929361,0.2595614465675417,0.25575729975802053,0.25204415996838775,0.2519398154383485,0.2518784702255424,0.25354693584283583,0.25467050421950843,0.25609159831449474,0.2605801800211337,0.26851709573888366,0.2825605057457448,0.28929686122986303
