trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
14,0.2372500508291219,0.1969821756556642,0.1764775945673106,0.16388111057270324,0.162841533656903,0.17148861800630633,0.19357130917537288,0.22731947354578846,0.24999072755036683,0.2482488287418037,0.22664518194370695
34,0.23030243262576205,0.2138281085810186,0.1996043169848181,0.19033444282425296,0.18321877310454268,0.17789594135225992,0.17801224080387487,0.2203397900086444,0.23377259096472713,0.23418687888141013,0.22990530840505216
57,0.2680755543793313,0.2513472783662213,0.23969114108201178,0.23310406858359242,0.22653168343357097,0.222517281219352,0.21465282204536557,0.21336010647150036,0.21755445437908744,0.22012492902101652,0.23316543486639738
117,0.23252886501749775,0.33683936888819893,0.3258498402472185,0.3110696511829783,0.2995779075654399,0.2859081188688548,0.27781910651087355,0.26620886413600653,0.2623107786021973,0.22338505548236173,0.23316543486639738
