trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
8,0.43680234129432566,0.34129912332024415,0.3035438736097646,0.2817099087130759,0.263283930023289,0.2604437368820591,0.26273512429030926,0.2565628214782559,0.27052660897157244,0.283956630401638,0.30072477187261,0.3233571914931122,0.3482483485001022,0.3873663574149867,0.2706467329645916,0.276885501127941,0.2796588404461651,0.2808034362796389,0.28398659208296445,0.287095503163501,0.2923802028647941,0.2959158697414876,0.3162453184294104,0.31952387475177046,0.3234667076256049,0.32869569002305177,0.3337037463240384,0.3399193174140458,0.34644195801940536,0.3532798386320535,0.3664442509491308,0.38999241236643956,0.4093400755026215
25,0.3316622410400046,0.30630981067878243,0.2931118751108134,0.2833421303189863,0.2797535984021704,0.2788197796948909,0.2746965551511331,0.27310487187589305,0.2728214381340726,0.27679415249388434,0.27778142680712525,0.28398117088563707,0.28792290327431963,0.29869245915943754,0.2780796125111053,0.2819676278039939,0.2854964705906755,0.28654613477753904,0.29083072941659477,0.29438432087201316,0.30222761319685276,0.3039383064025445,0.3183876061123149,0.3190208652300459,0.32594113358424665,0.3288357552631335,0.33606770923444995,0.34066314004863796,0.348959455687493,0.35418128127028986,0.3721250144694331,0.3960857295547916,0.41292058988236047
49,0.30819619739151194,0.29720750903566184,0.2886481949852992,0.28427053015991705,0.27955526477635834,0.27932556049305896,0.27690192893470955,0.276617553598689,0.2794154408300042,0.27727357025884897,0.2803803644370501,0.2802995529789908,0.2808262217277132,0.2833227515550747,0.2855124920576191,0.2870497544800469,0.29133410073518595,0.29228883327543925,0.2976748667502251,0.30167313858052536,0.3120750235289114,0.3119607430636014,0.32052989379521946,0.3185178557083214,0.32841555954288837,0.3289758205032152,0.33843167214486153,0.3414069626832301,0.3514769533555806,0.3550827239085263,0.37780577798973536,0.4021790467431437,0.41650110426209935
113,0.32474766035587804,0.2864804735331927,0.28179958168828323,0.2780581129410102,0.27539269284020945,0.27429654192794606,0.27367418912013397,0.2678564254292517,0.26777293296541976,0.27131805352305266,0.2702136573956257,0.2705628845538064,0.26940233335062247,0.2632138534180778,0.27180337445188807,0.2738212103016547,0.2750607377817387,0.27714245474933413,0.2798066854549888,0.28253279253273544,0.2878934330804307,0.3141030307465059,0.32002688427349496,0.32099228166696314,0.32855562478297007,0.3313397834136268,0.3391754947794537,0.34392446035131774,0.35237839599381704,0.3607634874288286,0.38389909517808746,0.4057595611228826,0.41650110426209935
