trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,0.5271776502478972,0.16274306610362974,0.15237543152717672,0.249992984222695,0.34539902386716953,0.4397288282825436,0.5340200416794952,0.6287409257578832,0.20662614323676703,0.21339173098643766,0.224011446458517,0.25565987761560627,0.27144671422267935,0.2871867051038397,0.33644129123583255,0.34369972898007595,0.36154433560162513,0.3849553089900687,0.41620643745385044
26,0.2817603449530483,0.22434964028087537,0.19475279268768741,0.1893165346061052,0.19223298399667238,0.1948718452139277,0.2029755091310818,0.2152850514233851,0.23232270535584043,0.244048535021705,0.2612105272713628,0.28083637365910014,0.29989571281722666,0.31874429184319963,0.3423402910333768,0.344152874962309,0.3673414891480638,0.390826582270737,0.4246663891815549
85,0.20868621672066415,0.19253221590548616,0.1837672263869856,0.18237301806800357,0.18140611137439208,0.1811717901951037,0.18418553613421754,0.18748538531396192,0.1910021021334979,0.19868932168614656,0.20530688552861848,0.21454871703358472,0.22407153162511992,0.3246432916407439,0.3427934370156099,0.3499500285087477,0.37321276242873214,0.3992865339984415,0.4246663891815549
145,0.18571464141214694,0.19270278964487067,0.1871660913529288,0.182139491421443,0.18071537647400598,0.17967608936870796,0.17920055560832604,0.1809295811176936,0.18273492695117033,0.1868123656456712,0.23048338157211237,0.24299771562813202,0.2556291183644798,0.3305422914382882,0.34324658299784294,0.3557471820551864,0.3790840357094004,0.40774648572614597,0.4246663891815549
