trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
15,0.31883458485616645,0.27283673675358355,0.26672162512810893,0.2595330229519296,0.25187790405109145,0.2493813243488376,0.2471478932678953,0.24804326106833133,0.24593410669722893,0.2547980970547134,0.2624978982226825,0.27075842556578644,0.2837453418880825,0.28787240539871534,0.2994432683967896,0.3223630022614269,0.34315215665463217,0.3485720110538933,0.3681570182246083,0.3905547343525259,0.3901995094670923,0.2744439897808399,0.27664384521330254,0.28195811211220273
30,0.3118743601007063,0.32410316332648564,0.2946936547776741,0.2735516163078528,0.2617748504112496,0.25635748599473607,0.25701678368340436,0.26170749921579095,0.27060822688608144,0.2886017219229161,0.3000008757764802,0.32467888118414673,0.2703507890783964,0.2751555357575274,0.2811364166288336,0.29333960521471375,0.3047952813820362,0.3088890417144605,0.32522202808926964,0.33582465793379446,0.3403244178377753,0.2880340050251071,0.2917546247496132,0.29884763325713437
50,0.30491413534524614,0.2902072203872115,0.2750855122112595,0.26988767700994765,0.2660504048500213,0.26301346649190255,0.2609955118712745,0.259402025808566,0.25658837036152116,0.257374187981051,0.25460917930072363,0.2555228830879197,0.2569562362687103,0.2624386661163394,0.26282956486087755,0.2643162081680006,0.26643840610944025,0.26920607237502775,0.282287037953931,0.28109458151506306,0.29044932620845826,0.3016240202693744,0.3068654042859239,0.31573715440206596
110,0.28887543604941485,0.28855211057669145,0.27522361948531604,0.2679917573661666,0.2696587404518535,0.2662909869569567,0.26369108807539876,0.26205795587480857,0.2605794372101502,0.25999215829314587,0.25921498795488945,0.259463586023023,0.2574542748626069,0.2573327158200751,0.2585227202136118,0.25559456698633537,0.2565849992755236,0.25605471508300087,0.2620797174356897,0.25804257090658167,0.2608539745365726,0.26153306567699186,0.26506859096727114,0.26909434104691715
