trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
7,0.3933228475134713,0.33939789592161623,0.24563798076581514,0.20479865259720395,0.17219712481466737,0.17333172027324137,0.19596037314976641,0.24652077555346646,0.3084597135196147,0.3439590795372312,0.28070939699089886,0.2811486562499211,0.28393140701326375,0.2920555982959918,0.2995306495536315,0.3115667041996433,0.3241218712679319,0.3366403410301222,0.34915676779938176
27,0.30172614349350085,0.27655676152942654,0.2516493993809785,0.23323530776040494,0.22260998112993943,0.21863439308148266,0.21975688384923467,0.22930605218538533,0.24948467426915968,0.25852828709540276,0.2791598058785511,0.2814889378046071,0.28612457835728017,0.29392452259333945,0.3013992508851037,0.315716130191177,0.32625002881054255,0.34077141836860675,0.351283903845527
47,0.4466276641805097,0.4094867764697133,0.38103615476974223,0.3418868079804483,0.31605822707132897,0.2949416502608348,0.2812190482273987,0.27432945922185187,0.27099450852627177,0.27724083049611237,0.2776102147662034,0.28182921935929306,0.28831774970129664,0.29579344689068704,0.30326785221657593,0.3198655561827107,0.3283781863531532,0.34490249570709125,0.3534110398916723
106,0.393012780051063,0.37402419678902715,0.3558333615478619,0.33846063622987244,0.3231625883413658,0.3094966259083633,0.29999799821670164,0.29110921845902554,0.28522791994788915,0.28225898810324657,0.2808083746952351,0.28173823566924727,0.29018667399864423,0.29766204822215925,0.3074172782081096,0.3219937137253213,0.3325092636916377,0.34702963175323653,0.3534110398916723
