trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19,0.17870554735096036,0.17276619639968788,0.17630239866668662,0.16432158761017104,0.1435424952577516,0.10715232411119362,0.1410718955866309,0.12409273488256749,0.11540402622728525,0.11586207204612133,0.11623594916392357,0.11631959667416977,0.11725311528522667,0.11954337063126011,0.1252983203565662,0.13045054735856967,0.1377212229453836,0.1400071590303896,0.16095109170013663,0.16113461332556428,0.1854165254432188,0.15384452136981103,0.15759130604603488,0.1620364026962877,0.17645039467850937
38,0.17870554735096036,0.16979652092405162,0.17228735290263333,0.1617472269098192,0.15388434615309152,0.1670135676203949,0.13773290460407217,0.13887144548684613,0.13385717209202586,0.12931230442477526,0.12872445255876125,0.12734998426415922,0.13021239297441353,0.13540203447207766,0.13509343137117907,0.13598876840628116,0.14166729393648164,0.14087167270068618,0.15546654733299697,0.15498106212551477,0.17043809912496827,0.15328906726999195,0.15925902660282085,0.1674933945206167,0.1782003988452912
58,0.17870554735096036,0.16682684544841536,0.16827230713858005,0.15917286620946733,0.16422619704843144,0.15499686580092073,0.15142935896400384,0.15057655590199312,0.147924028952273,0.1439886171443477,0.14363024648208017,0.1432444003926728,0.14362337417374113,0.14026340122510966,0.14488854238579194,0.14152698945399267,0.14561336492757965,0.1417361863709828,0.14998200296585731,0.14882751092546523,0.15545967280671777,0.15273361317017287,0.16092674715960684,0.17295038634494572,0.17995040301207305
119,0.1757358718753241,0.1803174444307399,0.1668959483105229,0.17086792535510453,0.16185807655389897,0.16011050547626993,0.15797127148666346,0.15652990254337043,0.156002385469257,0.15640884815421408,0.1538329499132946,0.1526277478847959,0.1529301251191629,0.15287686720040905,0.1533363934525887,0.15319160482710165,0.1523092195741775,0.15314155351069816,0.1524068787182552,0.15483344488802667,0.1543999754696301,0.1559235854892489,0.15657941087195867,0.17470039051172756,0.17995040301207305
