trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16,0.4472967338684441,0.36739987548766484,0.3030152701022226,0.24582930642651077,0.21067486811060546,0.20060130172718915,0.1971706707692541,0.19173271282612706,0.18979196408124907,0.19473069335237972,0.2073998102379188,0.22430074721376522,0.24746597067376974,0.2664543204785626,0.3018451475241403,0.31998173937845104,0.351315373932604,0.3830238213705305,0.4084933902649553,0.4328699515090399,0.45568122371178105
31,0.42732251927324927,0.317474548328574,0.2768896096148565,0.24198870452777885,0.22186877145043818,0.21366381809900087,0.20878183190090513,0.2052704211402323,0.2036397576930748,0.19817025888591341,0.19849824564075227,0.23114429031115047,0.2410522968295536,0.2484478265035821,0.26643532684132654,0.27810768392489355,0.3592424857920856,0.3893912135941367,0.4145875305759764,0.4385727695597252,0.45568122371178105
76,0.4073483046780545,0.3933319077143481,0.35786476600383366,0.32289445952305046,0.30086250268470727,0.27838108151970364,0.266568363570316,0.26043967626722353,0.2531486012379641,0.2473359334219721,0.24245666531436547,0.2379878334085357,0.23463862298533744,0.23044133252860158,0.23102550615851272,0.23623362847133608,0.3671695976515672,0.3957586058177429,0.4206816708869976,0.44427558761041047,0.45568122371178105
134,0.38737409008285967,0.3281876534070666,0.30997838514206844,0.2933670351354889,0.2795694100592722,0.2678753112435666,0.2616584747394019,0.25673865777792526,0.25263569220158777,0.2464032357646007,0.24563089520776782,0.2405746572660664,0.23907847649151834,0.23759430116644006,0.2755036227684819,0.29377450120197,0.37509670951104884,0.4021259980413491,0.4267758111980188,0.44997840566109576,0.45568122371178105
