trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8
18,0.22492895043126074,0.19164424720711104,0.1675053832456851,0.15643929010009908,0.15086195014937173,0.15253819070065006,0.1605226163342444,0.18714667834838405,0.19864923657515246,0.20798183188422245,0.21838562674983192,0.2398200381433982
41,0.2177507143439995,0.20513576985588353,0.19035833147656792,0.1805293526214215,0.18099301204029375,0.17212861624871179,0.17091939039648366,0.1773220866394482,0.1876898187674623,0.20484618556315326,0.22340007708141713,0.24529335849739187
101,0.20904855863170335,0.29427206872897665,0.2782914873465022,0.2638073488471576,0.24687745239809972,0.2364880108023852,0.2270969901756137,0.22056807219053276,0.2142531245263608,0.2083567260866615,0.2288733974354108,0.24529335849739187
155,0.2003464029194072,0.23088872598733087,0.27381330424603884,0.2622966363497146,0.25102490752564993,0.23766022432147826,0.22681683642717862,0.2096086543828426,0.21111747820529161,0.2133711764182467,0.2343467177894045,0.24529335849739187
