trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10
12,0.17548996051938132,0.14914540341153826,0.14411890907395886,0.14425892963225206,0.1426023051873639,0.15464767591760412,0.19268773736193742,0.21994192173772367,0.24552525528807476,0.18846838197900312,0.19034681888823685,0.1876313167004859,0.19228054552200802
32,0.17363225301971477,0.16096789192244598,0.15376618289436242,0.1469354610494377,0.143081270509436,0.13887648116903872,0.14314872111218815,0.19079173579138226,0.2057684339924304,0.18551396163446277,0.19187033139692294,0.18831409420843162,0.19488144181969302
57,0.18696521665579147,0.176037426890922,0.16743583017236713,0.16118774324457527,0.15717486815108522,0.15636247036836015,0.1562810510266521,0.16164154984504087,0.16601161269678605,0.18255954128992238,0.19339384390560901,0.18899687171637733,0.197482338117378
117,0.16805531003366486,0.16007816798244043,0.2352005102572425,0.22502044103184043,0.21681288329558568,0.2087846873686914,0.19896747891078806,0.19529585175582667,0.1914228023235435,0.18882330637955078,0.1869485391925402,0.18967964922432304,0.20008323441506298
