trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
7,0.23550611089047913,0.18904318268765488,0.14569199815468506,0.1289100082318124,0.14727647139344893,0.1745053849642816,0.22512820304196565,0.2761227870853265,0.28581417773307616,0.25000052412972423,0.25158995380445937,0.25257443308585426,0.25417223887540297
27,0.23366427689015587,0.21044424503705597,0.19240471862766245,0.1794293255868561,0.17217301459722723,0.1733104572112176,0.18858218527816575,0.19923258110414924,0.25171056463506325,0.23621437090988104,0.2432046739182804,0.24870384690400743,0.25884172795202415
50,0.21879057882265554,0.23606233606161164,0.23002745396810723,0.2240107016205831,0.2133736995419965,0.20830719564199618,0.20715852686079894,0.21311033166688778,0.2176069515370504,0.22242821769003782,0.23481939403210145,0.24483326072216058,0.26351121702864533
110,0.2039168807551552,0.19087716710814834,0.3227690251346462,0.3141711898565269,0.2983479988114592,0.2905521597048623,0.28421824802249046,0.2708725973477137,0.26378667734956746,0.25997523369063835,0.25644501926770114,0.24950274979878176,0.26351121702864533
