trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
15,0.30012150995109876,0.26445939107876043,0.22220357197629784,0.19312981864645878,0.18457825180146537,0.18008253981746658,0.1820872247025036,0.18281805587762862,0.19116833607512373,0.20302614332299032,0.22479999528414082,0.22542538071109852,0.22433515593105752,0.22412348801597096,0.2272289143425303
40,0.25517736585704587,0.2289499227918403,0.2135185042026297,0.2006859425814284,0.19298201636672033,0.19201242350203496,0.18900302910424843,0.18645166535527558,0.18396971518419844,0.21178977928546824,0.22208919406342958,0.22199210115282994,0.22171046222286084,0.2229944067287781,0.22794203319821582
60,0.362658767402628,0.32845238391083204,0.29338316144084975,0.2699927019690982,0.2481935357592895,0.24046550597891506,0.23326566461507095,0.2283079466302533,0.22569037372167253,0.22055341524794617,0.21937839284271832,0.21855882159456133,0.2190857685146642,0.22186532544158521,0.2286551520539013
118,0.3135590792406942,0.3081860430321349,0.289950489938756,0.27253778391016864,0.25920640952982726,0.24825882017486436,0.2435110470960369,0.23858911376187633,0.23626210067803277,0.23219748349842184,0.22885866026936713,0.22695984963925417,0.22525256930316384,0.22651579548684483,0.2286551520539013
