trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
13,0.619399320743355,0.5453701321695177,0.46840150015173454,0.3777220113369657,0.29591622587043265,0.25476710102520467,0.2275962146376251,0.21498253960778835,0.2107090905253365,0.2085116354966563,0.21556649321945773,0.2327557289439375,0.24318606402903373,0.24961982807342625,0.25107245048362825,0.25709990480413103,0.2598053111206979,0.27136488967809064,0.2912211105890173,0.3134867954970328,0.33261228637123985,0.3506854236241657
32,0.6008920235998957,0.4786187463004207,0.4267574027831109,0.3721620976776463,0.3251185010366765,0.27760479331672433,0.2611441556528831,0.24596866261157077,0.23780783957270005,0.2297909626305584,0.2273862746345933,0.22559464479368663,0.22590991953330405,0.23199515091803788,0.23892009667025962,0.25355438457037627,0.2618573650321655,0.27899306720018663,0.2952971250519608,0.3195500189787234,0.3369663755020787,0.35525843966486137
92,0.5823847264564364,0.475212997584192,0.4335712253612676,0.40407695750937866,0.37374368791947066,0.33768854247720786,0.31285005948583905,0.30057207526274976,0.29134838239673283,0.2836649940242106,0.27630532467892666,0.27038440246058043,0.26403557887930973,0.25970811969850527,0.2575637902316014,0.25570120329776264,0.25610853463389865,0.28306908166313016,0.30136034853365146,0.32390410810956227,0.34153939154277435,0.35525843966486137
150,0.563877429312977,0.47180724886796327,0.3738639697329388,0.35190797005903746,0.33203058409031805,0.314580426779308,0.30031764082464296,0.2939188375092776,0.28738148157731463,0.2806849670010062,0.2757492096539651,0.2704666364054642,0.26724450522881465,0.26322480429699685,0.26064542503788585,0.25775325720923026,0.26373671215599465,0.28714509612607375,0.3074235720153421,0.32825819724040106,0.34611240758347006,0.35525843966486137
