trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
13,0.48526918998876817,0.34492514177138317,0.3040679338763198,0.25711724940343267,0.22294668198066261,0.20151377261241415,0.20128786858537495,0.20337461111530722,0.20672475863356204,0.21481097790665563,0.22258192804163068,0.2334499613608451,0.24543413907296704,0.26459584269643627,0.2807482559514399,0.24875238060444638,0.2499834381779409,0.2532049207384624
33,0.3367824994269896,0.29922813733896797,0.260876292483381,0.2306767912113719,0.22284821816414066,0.2160385470994588,0.2146812313055283,0.21598138250151802,0.21706850835519292,0.2212967755708811,0.22309118954091844,0.2272899280144656,0.2372027821071035,0.24804304201231459,0.2580805291899332,0.2464637662975661,0.2485071954914341,0.2527465196725023
57,0.33949671354178745,0.29583494479677347,0.2764794549005616,0.2548157628770239,0.2417652091091145,0.23335340309070543,0.2275877875623402,0.2270872025369699,0.2254350017837742,0.22481828344480145,0.22701839349083686,0.22702704364325138,0.22897142514123997,0.2314902413281929,0.23541280242842647,0.24417515199068585,0.2470309528049273,0.2522881186065421
117,0.34221092765658534,0.33019308446330486,0.3205957480720087,0.3065807010502603,0.29497401991860933,0.275002864586465,0.26793093577063826,0.26436492629403346,0.2612644455029714,0.2578330959991008,0.2547548966770796,0.2517254032895978,0.24753526233081857,0.2509130901856159,0.25104099491132664,0.2514596808644477,0.2536633218044226,0.2522881186065421
