trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
11,0.3728182750327412,0.3191125399795722,0.2698605376865184,0.21396955243423535,0.17756237542619868,0.1686149557320332,0.17061361362252606,0.1912675605321186,0.2292921917225788,0.24925816384619667,0.29508583737278915,0.3510146331973309,0.38842543185164935,0.43624410778563055
26,0.3593918412694489,0.27490766192416577,0.24176756726281537,0.22684520241830378,0.21031387916394095,0.19742266664471866,0.18284444719064677,0.22282973686897484,0.2370663012728717,0.24157039034208275,0.25969320493609505,0.28950137136650406,0.40038010083514464,0.43624410778563055
71,0.3459654075061567,0.3562652063315278,0.33489685778416817,0.3167454242528876,0.29725656439144094,0.28160929645398475,0.26702643016080807,0.2543919132058311,0.24484041082316463,0.23388261683796882,0.22430057249940094,0.2279881095356772,0.4123347698186399,0.43624410778563055
125,0.33253897374286445,0.3130628720090231,0.3375020137166136,0.32317793785614735,0.3071249457817709,0.2970936170292078,0.28764881437172485,0.27520078304329304,0.2666588177227293,0.25544745100345256,0.28765760284836595,0.30820677069366326,0.42428943880213527,0.43624410778563055
