trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
6,0.20792831275104331,0.22165367948134845,0.2105728483157147,0.19932380293579324,0.1880204747782773,0.184741210676615,0.20410479858653105,0.19769409377583466,0.18159167959368838,0.17590363624891908,0.16505364440467238,0.15693500998169216,0.16088964155726831,0.17076370136002839,0.19770071262951183,0.21207582756460325,0.23956664307649783,0.28312393328373797,0.18380391617673886,0.18479153961509373,0.19041591694195184,0.19555984468512505,0.19810602826686047,0.19941828297285946,0.19890678542639487,0.2079983975257474,0.21097185933938675,0.22229515059066618,0.23824870215159227,0.2524826930610816,0.26897280417958846,0.28470175853266433,0.3050901215439032,0.22413186300137142
26,0.20792831275104331,0.2262288017247835,0.20535419717935846,0.1973136715212715,0.18492274253061255,0.1846807000586158,0.18351978012531966,0.17610856482874276,0.1748853245402309,0.17018873125215037,0.17215224412403754,0.16789932568631016,0.16862718438134242,0.1691609447620541,0.16929456755567363,0.17156361482853955,0.17305472272666825,0.1766166518725271,0.18234086993955967,0.1842915314279581,0.19238255478879354,0.20008997526367248,0.20393138219499785,0.20527279881172325,0.2040418428473745,0.21710754431900717,0.22133413663281068,0.23730494376386188,0.26107685779206147,0.2808008433909069,0.3037661463057039,0.3256187878958947,0.3524814853053913,0.22658706601645134
90,0.21250343499447835,0.22101015058842724,0.2033440657648367,0.19421593927360675,0.18486223191261336,0.2098577251974885,0.20579318470318297,0.19621859802728678,0.19344354195408633,0.1872325197624152,0.18891626156799968,0.18698055842229255,0.18751138807178502,0.18664085970128685,0.18543513885226529,0.18662406039183818,0.1853552193280192,0.1867300086510972,0.18579155598936498,0.18648264124826847,0.1864995835280302,0.18645532041058574,0.18770925129513186,0.18863667058443556,0.18978010393922784,0.19024730475253893,0.19227556424427478,0.19259239087065386,0.19584639240143115,0.1993861199273576,0.20286769980620348,0.21030739402092702,0.21922145697121154,0.2290422690315313
155,0.21707855723791342,0.215791499452071,0.201333934350315,0.191118207025942,0.1848017212946142,0.20698126189200977,0.22070093229403492,0.21072432481203157,0.21148323500073968,0.20877821786369605,0.20274350768744195,0.19979218385407563,0.19786392421967106,0.19707029992113487,0.19794507885865342,0.1955107825542687,0.19441303630150994,0.18526696241391802,0.18529154780222934,0.18844927909511017,0.19102971410657762,0.19228067433872312,0.19356376713399565,0.1937717280054152,0.19888925073248762,0.20060958204596285,0.20728535741747048,0.21542054651112305,0.22416454273125638,0.23417946205347304,0.2437847291694339,0.25769875778241513,0.2216766599862915,0.2290422690315313
