trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
18,0.26606903105356416,0.2575283778887155,0.2486919147075339,0.2312815991819759,0.2472680031472018,0.22262014511970682,0.20292315107811562,0.19055394747223203,0.18558660328563314,0.18072760169217847,0.18437334805500294,0.18411639058481855,0.19073752417952033,0.20420802619833703,0.21081416446070936,0.22947191368222253,0.23992013448106123,0.2608131033067864,0.30462144688638515,0.32348575301087945,0.33744428875352916,0.3600382430209075,0.37750894379497424,0.3983415828084071,0.4191594126861518,0.43210157891369655,0.4497814549928224,0.49094719643807533
42,0.25677765598565566,0.2327134133571751,0.2390407398500799,0.21176262190443756,0.2236585097243931,0.21705070728033857,0.21114234981835342,0.20989809898653164,0.20244813988361413,0.19839018473960285,0.19779650121535514,0.19432744898531742,0.19512784449624568,0.19564455727671767,0.19624561754586278,0.20011691665861087,0.2046658477855686,0.20829393788668416,0.2642556904813745,0.2754151282904461,0.28470468512268804,0.36440591821442414,0.38271710354833244,0.40354604027784324,0.42239495424303797,0.436521547933478,0.4600728903541356,0.49094719643807533
77,0.27204751988645587,0.2637398338735643,0.2494297090801617,0.2582043239133084,0.2402421497583142,0.24388221771274204,0.23888670832012965,0.23783538768864576,0.23274875124505234,0.2275802372465665,0.22575588340113475,0.22401738357575463,0.2189207166240236,0.22082792907626547,0.2192863376382108,0.21985789272784337,0.21978854715711524,0.21931330564490328,0.22388993407636382,0.2273445035700128,0.23196508149184694,0.36877359340794086,0.38792526330169064,0.40875049774727945,0.4256304957999242,0.44094151695325945,0.47036432571544884,0.49094719643807533
137,0.26941973086710647,0.26940879978937604,0.26629637902540754,0.25862747760184684,0.2534248463634855,0.2527168656156944,0.24836800098336229,0.24697370664670892,0.24520548156695232,0.24354488706674463,0.23986983083202185,0.23831639760012657,0.2353736237604751,0.23523849600426555,0.23428511665726673,0.23301806158886978,0.2315247903818768,0.23347590157889056,0.23280333587535773,0.23435716051370561,0.2960016622563772,0.3731412686014576,0.3931334230550489,0.41395495521671566,0.4288660373568104,0.4453614859730409,0.4806557610767621,0.49094719643807533
