trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
7,0.2061589660791719,0.1988199556631594,0.2642320701628896,0.20090051297200456,0.2134922148741967,0.1719365576777942,0.1405242176246321,0.13020120636552412,0.135778028882143,0.14568920219063045,0.16379911923630394,0.19698543829485696,0.2301193785179921,0.25384235477349154,0.2945751644675837,0.1714058083500837,0.17108480585637875,0.16600685454563213,0.1683144080304284,0.17068039553964426,0.17331662375150242,0.17509734224807508,0.17977313303334297,0.18352244088924288,0.18645858962516212,0.2003265406809669,0.21695923209509205,0.23027971631453104,0.2500940413665517
24,0.2061589660791719,0.19515045045515317,0.22158395743348458,0.1907761703000774,0.17448865659833843,0.1620054116638205,0.15936477524958512,0.15056383730976125,0.1517293394644842,0.15425208247695532,0.15975040858152395,0.16782974208880602,0.1745293999822633,0.1883994580824259,0.2288810004723386,0.16803122009094887,0.16757216844273734,0.1669805163039002,0.16849452301455847,0.17168327431012215,0.17363185908695364,0.1756724661609102,0.1815359045131418,0.183634323337394,0.1878147815449706,0.2059043242890608,0.21969779419406074,0.23420139632528186,0.25607952388181127
47,0.2061589660791719,0.19148094524714693,0.17893584470407956,0.17673688907661741,0.17015180410818548,0.16365953517069712,0.16417003034440128,0.16118029442957366,0.16163254792308013,0.16114836569546576,0.16111893531238464,0.16111572822286552,0.16037185756130837,0.16235481251788164,0.16318683647709356,0.164656631831814,0.16405953102909596,0.1679541780621683,0.16867463799868854,0.1726861530806,0.17394709442240486,0.1762475900737453,0.18329867599294064,0.18374620578554512,0.18917097346477912,0.2114821078971547,0.22243635629302944,0.23812307633603266,0.2620650063970708
112,0.20248946087116565,0.22785650770501825,0.20244792001804335,0.19284933346978056,0.18891372643180823,0.1839181488959471,0.18238773760114815,0.1785749157400821,0.174304617515527,0.1772367654115814,0.1741286656501688,0.1744506005374722,0.17525268084802148,0.17454331730817063,0.17478039660921857,0.17459744327002014,0.16503319278736406,0.16813429304629837,0.1696775167691664,0.17300138841605123,0.17452221833523995,0.17801036155354413,0.18341055844109178,0.18510239770535364,0.194748757072873,0.21422066999612338,0.22635803630378024,0.2441085588512922,0.2620650063970708
