trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8,0.39669783501325523,0.3238307509147784,0.2625537898361009,0.20484890407572282,0.17693990633267115,0.18335370116369143,0.2043675041993708,0.23576045582002,0.28722273263353965,0.30688535383939486,0.28505380846778816,0.2881438116767097,0.2862482560980312,0.29568698711130736,0.3027305720283308,0.31314313477353484,0.32590483064332354,0.33821475185515193,0.3500799076110086
28,0.31609043123125463,0.28407556631053055,0.25823567495381394,0.24468188442634586,0.2332424677607673,0.226606317824422,0.2261336822133115,0.23505404432300664,0.24580550411750657,0.2552384657690176,0.2835487004808598,0.28796685468570854,0.2891693889455069,0.29748521977046977,0.30445413182768016,0.3166258563467875,0.3288029570049652,0.34147158609942446,0.35275565124466446
48,0.45272760060824135,0.41246441985036236,0.3807320589780363,0.3502042698217225,0.3236640406339722,0.3014189665857145,0.28788264447118683,0.27992552139683463,0.2783324888189303,0.2786847407893269,0.28204359249393135,0.2877898976947073,0.29209052179298267,0.2992834524296321,0.3061776916270295,0.3201085779200402,0.33170108336660686,0.344728420343697,0.35543139487832026
107,0.3882791757615099,0.38293687351485267,0.3658028164514176,0.34780147612940093,0.3318037649159339,0.31295959733200723,0.30715303675705286,0.2983431375503026,0.29138449204905875,0.2865589164547166,0.28832076866771095,0.2833271232505554,0.293888754452145,0.30100701222898146,0.3096604132002822,0.3230067042816819,0.3349579176108794,0.3474041639773528,0.35543139487832026
