trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,0.15639764123794694,0.11755360031022971,0.10346544099563414,0.09430361350561038,0.09643646038804025,0.1313779184534261,0.1675473224373304,0.19086834809862938,0.21925862810071708,0.15987230834891092,0.17744582817861365,0.19087827272415384,0.2059193987525709,0.23356894275653814,0.25011821212462965,0.2657412133435827,0.2800991858615611,0.29933836109127004
35,0.14668663100601764,0.2134566744141328,0.18561994850086644,0.16101336959956256,0.14496127683258395,0.13774807252166713,0.1367039947936465,0.14424354087324248,0.16047742573191606,0.17872136635560026,0.18918491395427997,0.20257024110757443,0.22073154434336223,0.2378480755609301,0.2542082576458628,0.26958553190948936,0.2836037371789183,0.30458323572872065
94,0.1369756207740883,0.15767114877114088,0.1521090128318351,0.14499739053909802,0.14074679897176157,0.13637631298893976,0.137741346069469,0.13951179258666918,0.14667420053168348,0.15396765662728104,0.1674943359573126,0.17629510757098824,0.2250106771477542,0.24193812108216328,0.25805257621176947,0.2730900832268466,0.2888486118163689,0.30458323572872065
154,0.127264610542159,0.1305682948833875,0.15461857555343198,0.1508122249764805,0.14738843565633955,0.14435263165242568,0.14381851527638503,0.142508932915814,0.1410232503422216,0.16570674240294736,0.1791863043407332,0.19110725316177957,0.22928980995214615,0.24602816660339644,0.2618968947776761,0.27659463454420385,0.2940934864538195,0.30458323572872065
