trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9
9,0.1899547844560769,0.14551941090920725,0.12408157637284885,0.13226227437623353,0.14846013825297977,0.18889676169026934,0.2257619217650354,0.23365694487471678,0.20824322048052885,0.21298595046323013,0.22802958353011896,0.257803903168729
34,0.1788459410693595,0.2841969763655502,0.24532356510332892,0.21294444897621004,0.19413537826267296,0.1829079867027119,0.18212084876482768,0.1920777759902082,0.20432262982832772,0.21684560060244207,0.2404840010542837,0.26357720387354405
88,0.16773709768264208,0.23082517636798308,0.27665127039798837,0.2585171431815932,0.24347074364842278,0.2294066486278279,0.21767992210313147,0.20954903196515162,0.20526665018480625,0.20312074848178951,0.24625730175909877,0.26357720387354405
153,0.15662825429592467,0.17745337637041597,0.26421663348786717,0.25297823348140847,0.24271841712767714,0.2326376459655684,0.221614148140483,0.21216381113273,0.2091263003240182,0.21557516600595425,0.25203060246391384,0.26357720387354405
