trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10
9,0.22486302404988268,0.17063577278462233,0.14596889617838177,0.15519914117441436,0.17594833699868576,0.21535798309334178,0.25150956933317903,0.2706496582478401,0.1993289426083803,0.21094149199456128,0.22454385749096703,0.24289184074785855,0.27906031525956737
32,0.21130621123356758,0.19983803565617722,0.1800737537589526,0.16557760735779883,0.16214971897495295,0.16055219307093826,0.16643387751402297,0.18247179949719253,0.1985204441474977,0.22026203195664937,0.24145705491080977,0.2676759614039278,0.2828550998781139
92,0.1977493984172525,0.1818816558302454,0.2611852009093198,0.24508898040606483,0.23196823728219246,0.21876612210184856,0.2064820917426939,0.2009459395301455,0.1923004120703851,0.19071746265128156,0.19332359943572003,0.27147074602247434,0.2828550998781139
146,0.18419258560093743,0.16392527600431359,0.26076987560907805,0.24825387230159188,0.23859749322603274,0.22803350038703532,0.2194788112786974,0.2001374410692629,0.20162095203247318,0.2076306600711243,0.21810772009178928,0.2752655306410209,0.2828550998781139
