trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
11,0.27784892658955307,0.2594769809340359,0.2548229068364781,0.3129888770624958,0.2714485701640898,0.3151738509680488,0.27866199537096514,0.2636910222825045,0.25946808311710207,0.2637351966824451,0.2551267800589742,0.26147492409132495,0.2704989247612515,0.27605528250984146,0.2923337236318109,0.3290624696983596,0.23838550038913375,0.23728575779510927,0.24145618405510128,0.24236015676369937,0.24398292579363332,0.25131735253729953,0.2509436201951155,0.2562059881840638,0.2800188989308122,0.2883500993031891,0.30199636085295145
31,0.27784892658955307,0.27239181793061146,0.26540027822438855,0.257338453307915,0.2449746940169955,0.24551117879143963,0.24475950474316166,0.24223589684940525,0.2413811051692323,0.24121859128519788,0.24197484239673245,0.23884367992410765,0.24070286898389587,0.24095299204391638,0.24322179186417003,0.2412385191554131,0.2480695678976939,0.24713520712047812,0.2518922330163726,0.25206187626282545,0.2546855465631138,0.2651356761739126,0.26187325281713136,0.2710390264484848,0.2830121897582547,0.2901294024848339,0.30595201364232394
91,0.23364730694088473,0.2336681640606573,0.2263141931783748,0.2190016175687604,0.21746208342539497,0.21637795940305996,0.2138665426611576,0.21544087733749492,0.2132830146344364,0.216288060948618,0.21629733815495575,0.21653998257937163,0.21569771459817572,0.2175352510479214,0.21801409058802929,0.21901736537201344,0.2175868591443716,0.22058408613255862,0.22295671776544726,0.22257768425467234,0.2236807052640734,0.22908435495108387,0.22653991165522175,0.2740323172759273,0.28479149293989947,0.29408505527420636,0.30595201364232394
155,0.24656214393746032,0.24424553544856772,0.26965153512043527,0.22099968684025137,0.21729194510062327,0.21557858800964755,0.21602092793628022,0.2132701860703346,0.21403152579684298,0.2148086456610965,0.2156528554136684,0.21560740488218047,0.2182110763518119,0.2549344873398662,0.2735382801431945,0.2287014328805736,0.22743630846974044,0.23102013509382993,0.23265843726457333,0.23328030502415284,0.23749902890068647,0.2400139875730997,0.24137294991964278,0.27702560810336974,0.2865707961215443,0.2980407080635789,0.30595201364232394
