trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11
24,0.3205116337427623,0.26930167170916075,0.22720715034488623,0.20649187256892904,0.1956917296911069,0.18913933715627593,0.20034411136734034,0.20894146182104786,0.23596473981675317,0.25257028975815615,0.275945272975385,0.3054792478660024,0.32706211376888644
43,0.2870042416551884,0.2564499402225202,0.2324046505232985,0.21190232188723981,0.1989294293548306,0.18969310227710467,0.20743322246396206,0.2101295465584097,0.22239087318399736,0.23157372128864137,0.28332876669803936,0.3108749643417234,0.32706211376888644
78,0.28638339693993287,0.26787208667181067,0.25277460113350475,0.2406481030158305,0.22877619802864127,0.2186823603925818,0.2145223335605838,0.21131763129577158,0.20881700655124155,0.2105771528191266,0.2907122604206937,0.3162706808174444,0.32706211376888644
143,0.2778425343245468,0.28097290779000456,0.2770110321481348,0.2653817945782529,0.25516095153697094,0.24199148548707325,0.23230577535457295,0.22106589990133,0.21570521794673556,0.2432612128972558,0.29809575414334805,0.32166639729316543,0.32706211376888644
