trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,0.14222960006069157,0.11090887686141303,0.11352377099194418,0.11353571875619467,0.12715320194271434,0.1604063741159396,0.19133645179766895,0.22341853421070845,0.25234985795155224,0.16019947785014022,0.17975814357602415,0.19119224485325195,0.19275933950442448,0.21744844770112592,0.24809991429109912,0.2646309774742615,0.2802178370967599,0.294506930171221,0.31976808943730783
34,0.13439941926087193,0.11156260039404581,0.2047026113112839,0.17964356220837913,0.16310662640412094,0.15225684867245798,0.14870495905357092,0.14829878501329388,0.15699100664677507,0.17321907911758544,0.19060612728111723,0.2040526702910564,0.20156303494416103,0.23527066227466362,0.25237633162991097,0.26871585942237836,0.28405182965488707,0.2979919636766656,0.32702679802418855
93,0.1265692384610523,0.1122163239266786,0.16315016202962868,0.15693808890597186,0.15006559738863345,0.1484759356117731,0.14401792369938887,0.14537168469703785,0.15012079573063267,0.15806217616583798,0.1654713939776431,0.17515194862495137,0.18180401855405054,0.23954707961347546,0.2564612135780278,0.2725498519805055,0.28753686316033167,0.3052506722635463,0.32702679802418855
153,0.11873905766123266,0.1128700474593114,0.1599357386780426,0.15498258882901803,0.15225249958823217,0.14882601470545984,0.14879696223222477,0.14718540229623522,0.14717987658269502,0.16891015987093105,0.17833181941544754,0.18395564406468792,0.19962623312758823,0.24382349695228728,0.26054609552614466,0.27638384453863274,0.2910218966657763,0.31250938085042707,0.32702679802418855
