trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
11,0.4638405041705517,0.4724841211054686,0.4367758048893502,0.3546013011562815,0.2912356698012164,0.2796565955164868,0.24364238791164372,0.2505767717720306,0.24629801181000113,0.2454233830055418,0.25069032774940697,0.25525914798707494,0.26974271843272984,0.28527684305999,0.29958805811094025,0.2530726827662748,0.24847544017600195,0.24944361118258623,0.25053388984337915,0.25159824223889393,0.2533986531590258,0.2595747961615662,0.26237170175586333,0.26947475688267364,0.27302751703763417,0.278801488276782,0.2818759247805224,0.2885070775417745,0.29337788969230405,0.3031145887686164,0.3094813220112661,0.32071382065408904,0.3438046989222664,0.3683754282158737
35,0.2769736828753126,0.2848208085880513,0.26852355774408954,0.26641932855511724,0.2573715596738879,0.2551664302455254,0.2569015769285218,0.2518478912866817,0.24983049025547963,0.250735767928112,0.24988923780065359,0.25026005497161824,0.2516885328659029,0.2506853171766482,0.24990193515128953,0.2506209318245102,0.25168252174009276,0.25351046439191377,0.25464382611460024,0.2559939125714295,0.25980736003839905,0.2652333501374316,0.2614178189620073,0.2721604028562291,0.27331655509810254,0.2806297993363418,0.28229129992858265,0.2905790034128385,0.29431085178545924,0.3060491677630021,0.3106253734273541,0.32407663639633405,0.35038071976424384,0.374373664366417
99,0.27549038544897825,0.2687163842974049,0.26620169484760686,0.2570707343635429,0.25405377303038806,0.2526462028410354,0.2506642153515176,0.2487894836036007,0.24638048215306335,0.24440619954480197,0.245156888489619,0.24192531812297072,0.24126754437232814,0.2414186629963042,0.24057001338841894,0.24206127704782032,0.24130990476393113,0.24231401730093705,0.2428069015738227,0.2405812394002793,0.24825768820983535,0.26427946734357555,0.26410346493556275,0.2724494409166975,0.27514486615766237,0.281045174484402,0.2843632257996466,0.2915119655059937,0.29724543077984494,0.3071932191790901,0.3139881891695991,0.3306526572383115,0.35637895591478713,0.374373664366417
159,0.37398725327722343,0.3527460945933776,0.31040149800194416,0.3117885571228152,0.3003958272232767,0.2891221998926399,0.28025371332211,0.2761099044714194,0.2727639804686619,0.2705369920174572,0.2664355683586892,0.263935536039262,0.26061226400363907,0.2588290458484193,0.25552443370803946,0.24526835861191112,0.24537675797325867,0.2464239535721581,0.2472025719063583,0.24698994627965257,0.25391624218570075,0.26332558454971944,0.26678911090911817,0.27273847897716585,0.27697317721722214,0.28146054963246225,0.28643515167071054,0.29244492759914886,0.30018000977423065,0.3083372705951781,0.3173510049118441,0.33722867808028895,0.3623771920653304,0.374373664366417
