trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
13,0.7901461764034943,0.7950845779810232,0.7317822022537845,0.6455372936221009,0.6967770261587679,0.6797806349209813,0.6628908171371934,0.6907005757473316,0.6424923906322814,0.6492287022418284,0.6474390795834112,0.6220198685942004,0.6246116489305646,0.5903866960417494,0.5741526715785453,0.5768517787359623,0.586036353635677,0.5231263552188098,0.5222627178740384,0.5090654638823903,0.4916747436516576,0.49516489287476584,0.49073257753197963
38,0.6808264167334053,0.7535376669155867,0.7549853824773689,0.6818881940360689,0.6594010162297715,0.6581779899978683,0.6519258997527864,0.6566372538377858,0.6475743751051933,0.6383682679003216,0.6584054351713713,0.624234678933446,0.5773927292357925,0.610403374320428,0.6156236841765125,0.644295743035225,0.5963479274138888,0.5195908448391149,0.5253664095813477,0.4993631451792569,0.4926817022394246,0.495903008898553,0.48777830383679943
56,0.5715066570633163,0.71199075585015,0.7781885627009533,0.7182390944500369,0.7059172362146059,0.6829482427272465,0.4886025853446707,0.665097177679643,0.5720174698651116,0.6033551108415207,0.5321593852293232,0.5724251678524822,0.5523365391839418,0.5778008730918446,0.5514831907847643,0.49741924293776835,0.5489328382034789,0.5160553344594201,0.5284701012886569,0.4896608264761236,0.4936886608271916,0.4966411249223401,0.4848240301416192
116,0.7696168123444475,0.701320817990654,0.609186393208133,0.6354098315044762,0.5859336543085705,0.6132516428177092,0.515849741542782,0.5118937498312577,0.5494921076923216,0.49469589087694743,0.5666577832162848,0.5058595924360622,0.5505683796937673,0.5694452743733162,0.5512204196973378,0.5046872922212438,0.5266618655985046,0.5191590261667293,0.5187677825855236,0.4906677850638906,0.4944267768509787,0.49368685122715983,0.4848240301416192
