trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.4223956866514229,0.32379758727252067,0.30116697613565624,0.1323168627293356,0.022359372144704077,0.02756875318348153,0.1330224817130206,0.13930680475821344,0.23535837017044403,0.2413614142248591,0.33293893109908046,0.3407497801771038,0.42911601225038165,0.4388711588435337,0.5253570121716862,0.536944006453184,0.6356698664146266,0.28867524703381464,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143
19,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5380025160426304,0.38386007685435375,0.32129900069474837,0.2600043584473452,0.2308434933537679,0.2155830099345897,0.2191190190352392,0.2259191356967838,0.23339133094822032,0.244037274734309,0.2592885081905353,0.27593329027553254,0.2980458025852861,0.3376846214462582,0.3461567421426594,0.3933702283214362,0.4024611975972532,0.4590237816046072,0.29182402215342806,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143
64,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.4994669062455612,0.3287947604280653,0.2989966274558154,0.2752442553004128,0.25298314062606114,0.2365776834854346,0.23294238641385892,0.23113474849469434,0.22921306700687796,0.2294439721456985,0.23210730077370062,0.2345763131174936,0.24109170626214416,0.2462532306421348,0.2534423254417851,0.2613834444711863,0.26797838874132246,0.28237769679458785,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143
123,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.5765381258396995,0.46093129644849207,0.326296173850293,0.3423295938239673,0.321567913151091,0.3029538134088083,0.28773968241577164,0.28141728426874263,0.2759848057084661,0.27108263031479535,0.2699704525021756,0.26769996881846375,0.2685792938080174,0.2685666960037204,0.2689206416367024,0.26864391062065635,0.39916372546218515,0.4518241275779745,0.2855264719142012,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143,0.29497279727304143
