trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
5,0.2533525547521831,0.2616288220991381,0.24181995712494941,0.23694647310039801,0.2361562050512445,0.2251366014796498,0.2513269602183029,0.25687821651803916,0.33117089341792694,0.3594682436282767,0.41118739257924425
24,0.27368317957625854,0.2699910808915039,0.2680824516684154,0.27653158813785567,0.28013820976802306,0.2784708554251118,0.28050119927432476,0.28720824489968483,0.2891795212837864,0.291641045537052,0.2976024690595499
67,0.28265609818290566,0.2747845606863996,0.26972740055338507,0.2680925615552313,0.2752980645016727,0.2692773185639337,0.269204075616397,0.2703834747248221,0.27086225015056686,0.2768996525893403,0.2798916625141344
130,0.3001780818497832,0.27336374243050465,0.29088551064278795,0.27537875492454833,0.28209491390898656,0.26865508599648236,0.27783378770193273,0.27726722532611026,0.2757792840177052,0.2700890418145865,0.27745886479575105
