trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
12,0.4489647985664472,0.44326196155815817,0.4293031151574273,0.3910945191541107,0.3900003156504869,0.3763828735176183,0.367680566448785,0.3650499869311478,0.3628511740051759,0.3564355043196238,0.3663946258024694,0.36988110429513965,0.37492844524829405,0.4277218310652746,0.3905777255925288,0.4238998366898223,0.4202985065192129,0.4307051703727986,0.43898778186179443,0.45340579853534846,0.4556286366351365,0.4413885061321291,0.3884041823232034
31,0.476144489864999,0.4801855442174753,0.4525842230353928,0.4389146859734711,0.41838770714056206,0.4314173113607763,0.43031766243796754,0.42771960621833793,0.41796360450610304,0.42691689045390996,0.42887191296818694,0.4317062295271157,0.4284179320783153,0.4351191970861776,0.43549267228523325,0.4376903782380628,0.4386410846329333,0.4553747170219602,0.4635831406862288,0.485196912084378,0.4889856158649543,0.46800882180561065,0.3879401237768577
94,0.4651836470960521,0.40067415206640344,0.42171599110928953,0.38312606287128637,0.41194640176495134,0.4092962750995727,0.38922077737565286,0.4220866424534478,0.41155572010872854,0.38725089952042857,0.38319005789569993,0.3994169906245483,0.3889815202783376,0.38774807662577854,0.39412692609666855,0.3836133502917721,0.3813660770744754,0.3897970642129257,0.38982357143728946,0.38891467817550085,0.388147874785166,0.3893322994158947,0.3874760652305121
154,0.4542228043271051,0.37474861372893065,0.40598813971033415,0.42453235099920533,0.4211261845086433,0.404361514164635,0.39159256989413593,0.4065450655750762,0.41041716600895906,0.376822762661449,0.3765355810954198,0.38717271793642116,0.4083516756718061,0.38916290110915364,0.4090133813932454,0.4019559284054925,0.406035623723637,0.41439242303736007,0.421614684986319,0.4222716574053187,0.41476819045864755,0.3888682408695491,0.3874760652305121
