trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6,0.434501418217879,0.416241633078378,0.31713618608181876,0.2428425512679434,0.18799882240481536,0.16550166135327046,0.15739758454141498,0.16100005249075486,0.16868967143386318,0.1789137609869465,0.20280766989332397,0.22248019143151382,0.25595144382416674,0.28882228694030787,0.3068441389336118,0.3417322569487752,0.36843423427702576,0.4118991609001514,0.4083612738613458,0.45774934006011386,0.4959251339062394,0.5064060277340587,0.5675064675456405,0.27196807147590885,0.2772430066834713,0.2829379683953428
21,0.3695045590790972,0.31817279036851537,0.2897025611333494,0.27919242152414103,0.2537571128163213,0.2407295364040438,0.22858643767294046,0.22814419544959952,0.23374627517511978,0.2468366756589273,0.26423646163608056,0.28344872716504055,0.3118521033738361,0.3535762607558952,0.27823383192660284,0.2972621366432675,0.3129089615792033,0.33680536614354584,0.33890412116379065,0.3681958617426608,0.39115478930330005,0.39968782979255246,0.4353089449993242,0.29594286263899083,0.3036723107452637,0.3109591546085107
41,0.3045076999403154,0.2877165118652441,0.27201719017984827,0.26222288344617184,0.2507140110230923,0.24506577592851994,0.24269288454596477,0.2394740358252756,0.240756137125641,0.23810823611761195,0.23795602062576623,0.23891506420081404,0.23919643556215855,0.24429892341789017,0.24962352491959386,0.25279201633775983,0.2573836888813808,0.26171157138694023,0.26944696846623556,0.2786423834252077,0.2863844447003607,0.29296963185104613,0.30311142245300793,0.3199176538020728,0.33010161480705613,0.33898034082167866
101,0.3603746665093467,0.2801392644575283,0.27479029225908225,0.2603069135194905,0.2563986621334437,0.2519459052929647,0.24851736041807146,0.24817105238566023,0.24463413281101198,0.24335316074878843,0.24173169931860858,0.24080782975238385,0.24178182576872453,0.23986204717582976,0.23712725122743764,0.23940855696539973,0.24003489627792302,0.24033561749424348,0.24198664144533719,0.24291675425802156,0.24456703263578378,0.24581063803787936,0.24799328031282686,0.25081370262167885,0.25491678218217484,0.2583859700892124
