trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
6,0.4214262289716164,0.4214262289716164,0.35461783701811206,0.28918208652387783,0.22228677187857143,0.19378907576388,0.17421512321909655,0.1614316256583049,0.1675225499688008,0.18115433791495902,0.18435312250688599,0.20760258933621642,0.21201294512141663,0.24695606722554125,0.2406330471061261,0.281764470411617,0.2899686992327864,0.3312690496997725,0.3244061726441548,0.36199585145111857,0.40999532040506836,0.44286464227782374,0.4438123119180095,0.4896535642831064,0.507566225437904,0.5543685556785621,0.5574143250709123,0.5853399593421128,0.5891795294547388,0.608655713673992,0.6135220582619859,0.6900155311055501,0.6900155311055501,0.6900155311055501
26,0.4214262289716164,0.3513154467574817,0.3085336572350932,0.26870592357802553,0.20058845611450082,0.1968318144882548,0.19302871390545853,0.19197220281980273,0.19111576749829284,0.19015813951162375,0.19238796824844423,0.1954864738130601,0.208466433820745,0.2127155994082192,0.23255157255140288,0.2493167749370397,0.25439730307337727,0.2768994320105649,0.2758904215598931,0.2991079530163521,0.32665087441079965,0.3487144118075175,0.4552726250092837,0.4941317295718058,0.5192668079980685,0.5551299980266496,0.5643957336387124,0.5862998518702693,0.5940485755095521,0.6098722998209904,0.6326454264728769,0.6900155311055501,0.6900155311055501,0.6900155311055501
70,0.4214262289716164,0.2812046645433471,0.2624494774520743,0.24822976063217325,0.23616817897688042,0.22879690882590023,0.2245852135913852,0.22285669951841527,0.21875065286064935,0.21720556600971563,0.2162348542043869,0.2146441797852893,0.21486523683906691,0.21314409764168563,0.21520458214639676,0.21686907946246237,0.21882590691396808,0.2225298143213573,0.2273746704756313,0.23622005458158565,0.243306428416531,0.25456418133721126,0.46673293810055794,0.4986098948605052,0.530967390558233,0.5558914403747373,0.5713771422065126,0.5872597443984258,0.5989176215643655,0.6110888859679889,0.651768794683768,0.6900155311055501,0.6900155311055501,0.6900155311055501
130,0.4214262289716164,0.31791125078072957,0.27581578198797607,0.31452874565719485,0.29965953679826157,0.2865528505880459,0.27435651986615306,0.27006304789969193,0.26615448707158657,0.2624018086514078,0.2589770680703818,0.2536019366750827,0.2493706503744086,0.2469019154580309,0.24354678345590672,0.24148302103682864,0.23918412589938082,0.273467993482756,0.29468526096337494,0.323107687493327,0.34308553534717734,0.3491882466276104,0.4781932511918322,0.5030880601492046,0.5426679731183977,0.5566528827228248,0.5783585507743126,0.5882196369265823,0.6037866676191787,0.6123054721149874,0.6708921628946591,0.6900155311055501,0.6900155311055501,0.6900155311055501
