trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10
10,0.19200284174806057,0.16476077448777465,0.16403205397657616,0.16988985984751928,0.1715865314571077,0.18597576980689032,0.2235677974012116,0.2517188739518708,0.28217909587245754,0.20440576092027948,0.20660512947851853,0.21053760108254743
30,0.18984859194077316,0.17877150861307456,0.17273070371460736,0.16900889085513657,0.16744529715862952,0.1637053839085561,0.16859304106751388,0.21495136219301963,0.23465036324938904,0.20047388632064295,0.2073780877879776,0.21153231858248425
55,0.19523529114319588,0.18692045909837934,0.18122175577993924,0.17993537089612163,0.17602033282907897,0.17355574940448545,0.17470000785377596,0.17818385043416846,0.1871216306263205,0.19654201172100638,0.20815104609743668,0.21252703608242107
115,0.17999803281548526,0.23938673607165895,0.23214720948909334,0.22495409250305085,0.2187832096772757,0.21401447629082,0.2111511048158802,0.20795622256529067,0.20833763551991605,0.20583217116905944,0.20954288358261064,0.21352175358235786
