trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
11,0.21325800809509415,0.17252266223861698,0.15279831414670322,0.14737433946458145,0.1385299256995581,0.1378415172750073,0.1408489311426368,0.14010818049791304,0.1701431135864861,0.16452145027196566,0.19124137874378608,0.18856710112728892,0.22227316970261865,0.24961671665860707,0.25857086485575503,0.2981437202489161
31,0.20307417163097485,0.17559225793887456,0.15959610538626814,0.15193429134025985,0.14642840713671484,0.14176199530836237,0.14097024064750593,0.15418579611061292,0.16533398938485475,0.16404207276917693,0.18548507902300843,0.19699361827112136,0.22910905644161575,0.2518552537078941,0.2684640787040453,0.2981437202489161
76,0.19289033516685555,0.1768023999804363,0.16512142959580886,0.16247071019707607,0.15767261361055643,0.15244306481232842,0.15052607464597315,0.1541748876347344,0.1605248651832234,0.16356269526638817,0.17972877930223077,0.2054201354149538,0.23594494318061288,0.2540937907571811,0.27835729255233554,0.2981437202489161
136,0.18270649870273628,0.16480035706356977,0.2249400260023107,0.21510115836165522,0.2042135152972537,0.1947712383853534,0.18614919183806836,0.1810404787226797,0.1755472011480137,0.17232487631144613,0.17397247958145312,0.2138466525587862,0.24278082991960998,0.25633232780646803,0.2882505064006258,0.2981437202489161
