trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
18,0.27643040576628025,0.2740632418858167,0.2672601175718948,0.2701873167991119,0.26435223438052097,0.26315252422227303,0.2672055948950443,0.268053600364391,0.27312382482053366,0.28225992807937716,0.2883456835846834,0.2588186991612752,0.25799997801439195,0.25583064513590675,0.25693724005677276,0.25430428313603803,0.25528842306277266,0.25589330206496225,0.2596162131790153,0.2708846466523306,0.27211281625007283,0.273749440347303,0.27545023765872967,0.2780175834696267,0.28229851528382455,0.2841627797067928,0.28765319683387736,0.2919278893613282,0.2984787295722544,0.3143534180952543,0.3316853040816453
35,0.27583861479616434,0.271596689311741,0.2686310249984323,0.2676259640296792,0.26647424665729785,0.26171425608893617,0.2642238818880229,0.26369482918755976,0.2606419218303935,0.26028163233769075,0.2605599348232751,0.2616122662861296,0.26122343294284184,0.2586383147278284,0.2621054657235067,0.2586713141595782,0.2605561880013791,0.2623211940872093,0.265362945755263,0.27077213081274054,0.272839416888534,0.2738411517574569,0.2762089249042891,0.2785425691295157,0.28391399553103447,0.2834794316710671,0.2900817534331454,0.29163667902578555,0.3020453600132602,0.31872413191574844,0.3359805332543467
59,0.2752468238260485,0.26913013673766534,0.27000193242496984,0.2661827942082486,0.26626877603284627,0.26357129774883054,0.2635018613779201,0.26278774370043695,0.26228001329017125,0.26229628181621906,0.2628914559299069,0.2617629571717561,0.26444688787129167,0.26144598431974997,0.2672736913902406,0.26303834518311836,0.26582395293998556,0.2687490861094563,0.27110967833151073,0.27065961497315044,0.2735660175269952,0.2739328631676108,0.27696761214984855,0.27906755478940476,0.28552947577824433,0.28279608363534137,0.2925103100324134,0.2913454686902429,0.30561199045426596,0.3230948457362426,0.34027576242704805
123,0.2746550328559326,0.2748948309572659,0.27069271371408116,0.2686092735862717,0.26713802611966364,0.26555410122668416,0.26416981973128034,0.259871658692182,0.258492692881809,0.25739832498786747,0.2560251320364208,0.2547765230859421,0.2530229755439852,0.25176901439003885,0.2499372521124979,0.2500206581241662,0.24946541004271522,0.25386948060276754,0.27099716249192063,0.27138621561161164,0.2736577289371491,0.2746915504131702,0.2774925978097376,0.2806830350366146,0.2848461277425186,0.28522464023460936,0.29221909969687077,0.29491209913124866,0.3099827042747601,0.32739007490894395,0.34027576242704805
