trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
8,0.3789440253213825,0.348340759387816,0.3623453150304485,0.35738321920453275,0.3427292995518092,0.3492480427180683,0.35786680063033083,0.3751181256528646,0.37623526632214155,0.3984699587066205,0.38493013953500643,0.4065561510160299,0.4152630435171105,0.48813497802371525,0.46218772467789904,0.532865426045552,0.5734368891134889,0.6146059386529907
32,0.42025518439796333,0.3900341985722531,0.4018469016685574,0.39533248876390653,0.39037632409284195,0.39379038509844255,0.39082110360899536,0.39331411856504994,0.3905672301829671,0.3923175658270777,0.3952214870453382,0.39685774116999467,0.3962423388620207,0.43558659398939564,0.42481555852721353,0.45607336148797506,0.48556121972529165,0.5112874598987778
51,0.4008824605991599,0.38567430883464504,0.3819164490038901,0.3966256259357983,0.3758313016087324,0.3881157494248674,0.3913710893741335,0.37623019516429523,0.3897028447999466,0.3768508662113375,0.38091891785147297,0.39045134208808846,0.3772216342069309,0.38303820995507604,0.3874433923765281,0.3792812969303982,0.39768555033709435,0.4079689811445649
114,0.3835670132666443,0.37140731616632466,0.4025494404229942,0.36149429123220206,0.3668327190782821,0.3680857044228095,0.3556224227759569,0.35227073691980265,0.37252828771482666,0.35641491650017826,0.34980073662848904,0.35215413000071033,0.3487276619953063,0.34086702842801775,0.3407804816745185,0.3370066665723034,0.34114256994286263,0.34122419317862207
