trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12,0.11625299762142184,0.09654665133556933,0.09132326641754382,0.0960046435927385,0.11830521605319053,0.15023428030544114,0.16890723873294944,0.20212004595666191,0.1628825029085335,0.17503401221066744,0.18503911753369012,0.19462244648921775,0.21547206022399354,0.23808097544864407,0.2556624561518104,0.2748040381518092,0.2955735643905549
37,0.11132641104995872,0.1832002955737519,0.15791443415482248,0.143066357633938,0.13373984471931558,0.13310805405904147,0.1394122758710551,0.1525279283398731,0.170407997730745,0.18499874566019503,0.1939208889832899,0.20408743199403434,0.21926693630064661,0.2443523218313099,0.2594325009253105,0.27992788389397544,0.30078879122274804
96,0.10639982447849558,0.15295852168379204,0.14526098822425318,0.143480059860786,0.13837611003450762,0.1389819578189826,0.14047573438599,0.1478315132641105,0.15510454531161227,0.16727557463449058,0.17569247547958455,0.20788230807068742,0.22553828268331244,0.24812236660481005,0.26455634666747674,0.2851431107261686,0.30078879122274804
156,0.10147323790703246,0.1519748753078417,0.14833607180110261,0.14457893214013004,0.14211481672444612,0.14073957253674,0.1409971685715351,0.155357008086322,0.16506927876113986,0.17615734608409037,0.18515746098440114,0.2116771841473405,0.23180962906597824,0.2518924113783102,0.26968019240964297,0.2903583375583617,0.30078879122274804
