trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
14,0.3730597168706444,0.338327375970089,0.32121167327494043,0.31133686206919803,0.30927030565474206,0.3097528749621738,0.31387109837831906,0.3210168293807839,0.33517608665625354,0.3434593115320075,0.35727787759809426,0.37441991188203794,0.3967750712619207,0.29516453987329594,0.294674386634786,0.2968440485945206,0.2966683946151208,0.3004936884041928,0.3030918838121298,0.3084298933076892,0.324180132556107,0.32735673445879787,0.330618330543017,0.3358340484994588,0.34112703671674194,0.34547601101281167,0.3502903392747513,0.35610347490267824,0.36200418122045697,0.3699183671027749,0.3875343597417509,0.4058509772921426
31,0.3498947387984681,0.3301199798524619,0.3172163648175342,0.31575169682124216,0.3196392032453906,0.3093552603748492,0.308476403686336,0.3119551594690261,0.3169154579439894,0.3157168037170204,0.3196362817721411,0.3261701638850642,0.3354883317230325,0.3002205755139481,0.29934333830870574,0.3019992991622776,0.3021875761989253,0.30778636327140263,0.31060045460890034,0.3165906491721406,0.32389449631586453,0.3292306716503857,0.33037519139353866,0.33868504662715804,0.34092253269768424,0.34785500217990417,0.35031851223862853,0.3589818697527645,0.3620761395292601,0.37380350173513077,0.39245722142888295,0.4100864243802063
55,0.32572254348781665,0.3144325280612992,0.3074816567263028,0.30539433433597274,0.3025839383413803,0.30036919616985075,0.2995510365618259,0.3002223512469965,0.299900812272941,0.30128231840646014,0.3007271646701743,0.3029334610252004,0.3012714898086038,0.3052766111546003,0.30401228998262547,0.30715454973003453,0.3077067577827298,0.31507903813861243,0.31810902540567093,0.32475140503659194,0.32360886007562206,0.3311046088419736,0.33013205224406034,0.34153604475485727,0.34071802867862655,0.35023399334699673,0.3503466852025058,0.36186026460285076,0.3621480978380632,0.3776886363674866,0.3973800831160151,0.41432187146827004
119,0.30045548215413814,0.29575720495287044,0.29376204456406513,0.2946101592742746,0.2906985544537731,0.29027725589504166,0.28940934730228673,0.2885942570527718,0.2886060846052635,0.29028845596290404,0.2904648669595399,0.29000330967460675,0.2901085042326437,0.2900054349608663,0.2916887980267637,0.29114921303131625,0.293201013536983,0.29558331301535923,0.30026913744323785,0.3244657687963495,0.32548279726720997,0.3308614696924953,0.33298305037175957,0.3413315407357996,0.3430970198457191,0.350262166310874,0.353225080052592,0.36193222291165383,0.366033232470419,0.38261149805461875,0.4016155302040788,0.41432187146827004
