trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7
21,0.2796298199406728,0.22687834500937515,0.19907013669340562,0.17914505131478886,0.17146403430326332,0.16638233417430429,0.16420006276589058,0.1817200587927657,0.2523371154299338,0.24733098897207634,0.2113464233140987
41,0.2796298199406728,0.2455644962762546,0.22354546153580382,0.20805339238024737,0.20007071620237663,0.18936663842247217,0.18388086441595022,0.19606363471824667,0.22979698940043333,0.22778929705845,0.21289583239873625
64,0.2796298199406728,0.26425064754313404,0.24994479474626058,0.2392385184939906,0.2272928787222182,0.219149146676978,0.21533904001485835,0.21040721064372764,0.20725686337093288,0.20824760514482363,0.2144452414833738
124,0.253254082475024,0.23166039211826983,0.3356599135977883,0.32366233216841916,0.3095998052775195,0.2971873951934989,0.28776707766511245,0.27487724145943426,0.2668726808857027,0.20979701422946118,0.2144452414833738
