trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.3033969211993466,0.3088040481655307,0.2793670616247119,0.27996854722642944,0.2563634258591141,0.24541846675463036,0.2488995852583275,0.08573979850311177,0.15667841775193272,0.31000074177352116,0.46025265666276416,0.6105992430620953,0.2376794123373249,0.250129303351609,0.25110941218294086,0.2587169133273265,0.2639051525726982,0.2750467470736243,0.2849703913459486,0.29366560370707145,0.3020958579982028,0.3141065327832278,0.3282315085671234,0.3485336623809032,0.3570474860304624,0.3650735321125277,0.3677868178074374
21,0.3033969211993466,0.3112022927125535,0.25571618890454884,0.24523546844875044,0.23522469408185864,0.21879304993124107,0.22084128251563437,0.2254567822576801,0.2248891672902689,0.218965496446841,0.22467601299555512,0.23177111328847297,0.21942378001164592,0.24241944486475314,0.2511928420307692,0.2638243480521941,0.2694216290346827,0.2852576884037063,0.30039613515185576,0.3104984871948608,0.32360612868121685,0.3407214087501908,0.35893974813597296,0.38772629914453355,0.3974081112904983,0.40746208751327506,0.4090735395650965
81,0.304007559071485,0.29329956800918194,0.2795620300044143,0.2700581816174434,0.26241281912983866,0.2559169333705313,0.25123680342689153,0.25181270401168465,0.2501471700198221,0.2511759090329149,0.25034660978544027,0.24866155464433423,0.25267863778008504,0.2509425524872842,0.24850204387759126,0.2528721996487292,0.2546248644134603,0.2541189037341342,0.2599998367314928,0.25907531663217476,0.26087678084930177,0.26681502942942437,0.2701483888536425,0.27632623551039054,0.2802964213110329,0.28521337429211907,0.4090735395650965
144,0.30640580361850783,0.30301793434487495,0.31470162600410845,0.2775021576363695,0.2720438835780196,0.27695788800102067,0.26964372983687657,0.26478421746226605,0.26352616111965127,0.25826182718195057,0.25469966042088804,0.2559350446630039,0.25783916183846484,0.25102598233511253,0.25360947860245886,0.2583886761107137,0.26483580574354226,0.26954464754004137,0.2768327202192821,0.2805855873151888,0.28749165681626476,0.2975232689982739,0.30934102561727284,0.31668686077042646,0.32268497671178026,0.3265000960497782,0.4090735395650965
