trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,0.3368729925330554,0.38039311739824,0.36897851694361455,0.29836879904126923,0.28925972191857197,0.2898915757968798,0.28624749516281045,0.29790265711526714,0.2971562729121486,0.29737134860929215,0.2881815888210362,0.32397856881041615,0.2957891177042562,0.34099278843069336,0.36480118444351545,0.4202111877761621,0.39530258249751415,0.3984860890895919,0.4034503139610348,0.40925567212183317,0.42352725738817576,0.43502262384826157
28,0.3368729925330554,0.3344716203811093,0.3408816906026405,0.3413034519064983,0.3711026024416993,0.37603654501371614,0.36429962979610875,0.3723655733271814,0.3691019057725099,0.37598953762692267,0.37234597207062053,0.3789385345865318,0.38317821895081894,0.3855415794708658,0.3901437193140519,0.39471617371912987,0.4038789326100133,0.41117104111110336,0.41963317976160497,0.42479219320417755,0.44803151365104393,0.463743313482316
91,0.37184037965258443,0.28813810713151056,0.35232560950876596,0.37655083006928913,0.3859726646230748,0.4001754092000831,0.38506116083850644,0.3854811220948802,0.37559175771590303,0.37845621014789077,0.3752042604572807,0.3705968163659263,0.3903803589257388,0.37305455295170614,0.3754537353775433,0.37814988227251584,0.37311618504656885,0.37108458235989455,0.3781826299571444,0.37451874486243947,0.3775812445801527,0.37743198705027864
151,0.3761167485254122,0.36863038867684833,0.3939388087272989,0.3104279221593075,0.3699869737110754,0.36798401022762234,0.3770972499069577,0.37618424526042793,0.3704107571768142,0.33331889948446347,0.34959141463384846,0.33319296703509127,0.3656865736782161,0.3689278686976108,0.3978324615768527,0.38672623238501497,0.38580113706808034,0.3872674481604647,0.3937191510394888,0.39902300112530764,0.4063019342142071,0.37743198705027864
