trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
12,0.7320107854697221,0.5962758981558977,0.5426482155043962,0.5214348964070314,0.4359595506589246,0.3786660101479207,0.3710341822175827,0.31822854575253384,0.2498143293970228,0.3012115357986592,0.27389804593069517,0.2640170397052322,0.2620453414993181,0.2574476386152862,0.26946533370231895,0.26422017768502726,0.27305474910260685,0.2754539825523641,0.28434911075868696,0.2983780703157091,0.2985174309158972,0.3137754729541209,0.335207872162717,0.3515685113525992,0.3617795915420534,0.3880203683225138,0.41375663068609664
36,0.698077063641266,0.4095327713993661,0.4869452857828587,0.4506420612221508,0.4026229459434728,0.36763712074992294,0.3983297072212445,0.37931865768929807,0.353739309327895,0.3236922574498735,0.30874915019717836,0.2903855457656231,0.2851628778109251,0.27622720500864784,0.2681960803095841,0.2735177978137126,0.27757405573587,0.2802407523853626,0.2832460959861477,0.2908051749051628,0.2925214874543788,0.2993406302963525,0.3132201759762699,0.322041503046466,0.329139811005174,0.3413825087319088,0.3572788425535861
72,0.6641433418128099,0.22278964464283454,0.43124235606132105,0.37984922603727017,0.369286341228021,0.35660823135192526,0.3389952768883733,0.3307064380919673,0.3246986344135454,0.31722380367246883,0.30860993259396896,0.30317689183998187,0.29546422255459875,0.2955859321123998,0.29016569473283543,0.29214567475532144,0.2856701825493054,0.2850275222183611,0.28214308121360837,0.28323227949461643,0.2865255439928604,0.28490578763858404,0.29123247978982275,0.2925144947403328,0.2965000304682945,0.2947446491413037,0.3008010544210756
135,0.6302096199843538,0.38271893007361535,0.4763386262341762,0.4079043883480974,0.3739761756879708,0.3812838873701421,0.3143968730278064,0.35902027752237015,0.34767245223194754,0.3361560143039442,0.3285844540761798,0.3175568607139352,0.3066086132861667,0.29974052055684164,0.2934200005843585,0.28426646729923777,0.28525897582611787,0.2838438487174716,0.29026057576465875,0.2908748552052568,0.3001505084734907,0.31005682990065053,0.321400495571211,0.32714704314119314,0.34226019939540414,0.3542506399137002,0.3008010544210756
