trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
5,0.17935117010938031,0.14109950737949514,0.12607808203356446,0.12336206411713514,0.1478353904620794,0.15166669138149366,0.18033907424783083,0.18406236181028707,0.23437877138300922,0.23676521226378497,0.24999045746517784,0.2844168205902122,0.325376168774218,0.37915054537330445,0.35529870073683056,0.4346051166020297
25,0.16309944738616788,0.15277798915563864,0.14924098428459528,0.14655717334076068,0.14462174138498807,0.15155871929611034,0.16975229434759143,0.1696130023421626,0.1996956840789528,0.21843666038770862,0.2585970482464364,0.2946566576362137,0.33881976292398963,0.37318758421418596,0.3751253047031303,0.4346051166020297
70,0.1734663088983817,0.16209507377924484,0.15371768175125572,0.14909700661334416,0.14687982545585512,0.14515848321245273,0.14868589913097535,0.15516364287403814,0.16501259677489638,0.20010810851163227,0.26720363902769506,0.30489649468221514,0.3522633570737612,0.36722462305506753,0.39495190866943014,0.4346051166020297
130,0.15728290813893842,0.21615195861589692,0.2048757185131476,0.19633149312147505,0.18771713619929314,0.18097090391028844,0.17763552340001146,0.17413940081981524,0.17331717035260288,0.18177955663555592,0.27581022980895364,0.31513633172821653,0.3657069512235328,0.36126166189594905,0.41477851263572996,0.4346051166020297
