trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
10,0.28714958636508336,0.28714958636508336,0.26498990602686656,0.24283022568864973,0.21061431784029067,0.2070840469168092,0.2214904077553178,0.21326683119135154,0.1907269166846547,0.1799617767454982,0.17237618750518238,0.16514330070653538,0.1648657231525142,0.16498834426374898,0.178973090683725,0.1923409782077188,0.2184092471890585,0.23402744244976112,0.25789295448591876,0.287688318969066,0.28594877151020565,0.3048844075303357,0.3057557400228252,0.3294253077963447,0.35195642178694936
34,0.28714958636508336,0.28160966628052914,0.25944998594231233,0.22602119930821285,0.211315390296548,0.21358968935637007,0.2033522856472378,0.1904132995999843,0.18420759042333576,0.18002080174682766,0.17529578668253878,0.17401772221794184,0.17155627699935067,0.17071091271309666,0.17079385567217356,0.1745431216854078,0.17887308686865033,0.1827564709996626,0.19612903411712063,0.2009213151447222,0.2028462237633108,0.21416370670087287,0.21656793214169906,0.26167211246588934,0.2741203359293332
69,0.28714958636508336,0.27606974619597496,0.25391006585775816,0.20921217292777597,0.19407276203768745,0.20060276403377447,0.18897346255620756,0.1977997234336057,0.19292710391681267,0.18899994057741287,0.19037327880181448,0.1879330695437895,0.185933555469589,0.18409653878211346,0.18329625637143585,0.18302597856302155,0.18332483086368268,0.18436807926648657,0.18760181496169193,0.1890302390622483,0.18918362523285528,0.19178015047752078,0.19114315632605586,0.19391891713543397,0.19628425007171707
128,0.28714958636508336,0.27052982611142073,0.24837014577320393,0.2099132453840333,0.2005784044772483,0.20527767416076417,0.20119735379418094,0.19555310648004018,0.19584988433491873,0.19799621802454612,0.19040988326831676,0.19074719271391413,0.19255824649932904,0.19255042061226874,0.19152740221203615,0.19117245812479006,0.1948473984222371,0.1902353790019156,0.19073861125638655,0.19099427293943855,0.1900475570220269,0.18950631765560316,0.19088773768192166,0.18721575189349976,0.18899403964504274
