trading_days_to_expiration,-2,-1,0,1,2,3,4,5
23,0.24136505180702464,0.24886090881003764,0.2463117622962615,0.2442667882129114,0.250705717233318,0.260944622106938,0.2749200257095479,0.2637289939845684
42,0.24311872372943158,0.2586932242850456,0.25789247509035057,0.2537919399617741,0.2453612355836692,0.24246330591946394,0.2443079711200799,0.2634660016709671
85,0.26329455937883484,0.2590012577595121,0.2527400144633474,0.25254745097155185,0.25208959392059677,0.2526653513480367,0.25195888376936,0.26320300935736585
148,0.25607773409443624,0.2706398547501605,0.26607038304845854,0.2672426411451933,0.2633460723078078,0.25878316427982645,0.2639919862981696,0.26294001704376463
