trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
20,0.2974472647263132,0.2573239833982935,0.24116719114590127,0.23212259921398654,0.2174397563426544,0.20399684688774153,0.19583132585595867,0.18673882415867368,0.18342624492896462,0.18239196469656874,0.1793152822742964,0.17934770805305336,0.18359167819852154,0.19163511087776078,0.19519345203431418,0.20992482715280658,0.2103559592797717,0.22927469246236484,0.23795053883180853,0.27471457658589377,0.22825677794720303,0.23089231293541687,0.23514285187431877,0.23831292713883417
35,0.2874164443943083,0.2637750098813956,0.24782356343541134,0.24019823821007436,0.23016790140217194,0.2552507394143335,0.22819403573374478,0.21441682109945165,0.2063104565816238,0.19924222575900247,0.1981749753911489,0.2011650363492291,0.20799822933682693,0.22514495882984567,0.2039825983990844,0.212105878421963,0.2135205747672686,0.224224456442999,0.23074047024831335,0.25051585488671374,0.23056129925240706,0.23491842936589097,0.24150823259014106,0.24503693320749234
55,0.2773856240623034,0.2702260363644977,0.2544799357249214,0.2482738772061622,0.2428960464616895,0.2369004236743415,0.22910978217058478,0.22458659924634625,0.22053152162068018,0.2170074686264435,0.2138249213651785,0.2128502488163736,0.21249321996233592,0.212480976676309,0.2127717447638546,0.21428692969111943,0.21668519025476551,0.2191742204236331,0.22353040166481813,0.22631713318753371,0.23286582055761107,0.23894454579636504,0.24787361330596336,0.2517609392761505
115,0.2673548037302984,0.25630011386932217,0.24729439447402332,0.24399982779014873,0.24287243142166784,0.23886559124410325,0.2354123639307747,0.23486255460542257,0.23163492182514256,0.22915485141323808,0.22852395159939753,0.2284907156759147,0.22563425522781602,0.22500095205266143,0.2249562980019865,0.22502910768732487,0.22447305142646418,0.2250617518783432,0.225606509121073,0.22595225664199903,0.2268661965049428,0.22877747115849648,0.231588921070176,0.2517609392761505
