trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6
10,0.2220991570487102,0.22828891219914066,0.2333684569650997,0.23108066791476414,0.23765794787522812,0.24540277252562867,0.2531029679324743,0.27807746451268706,0.28077128058221806
29,0.2530593071781941,0.25330913062240606,0.2580810744650815,0.26144320360821294,0.25325095801559483,0.25918014481832086,0.26814420284834595,0.26846795496933207,0.28115600704130994
72,0.26423823028886206,0.28789495680187244,0.26015952354025434,0.267594113990202,0.26572563647598196,0.2649183638403435,0.2692448607936432,0.27343957044076916,0.2815407335004019
135,0.24626357124400136,0.2854805930287055,0.28006305188644015,0.2679652068201112,0.27126958098457205,0.28308468187397084,0.27371699235656777,0.2803865541231262,0.28192545995949375
