trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8
16,0.24504789785451675,0.2002406562954042,0.16701915928665462,0.1506415343362372,0.14224371332932806,0.14304825132722726,0.15412812539722712,0.18365625535558314,0.19217847959877804,0.20349829175215328,0.21600250014313965,0.24595013285210227
39,0.22693197941800025,0.20781133729614387,0.19218781206997684,0.17793588772044683,0.1701717072664392,0.16264910172694114,0.1649353965316552,0.17003529481639482,0.18337618576391596,0.20347279997890205,0.22544355263074786,0.2527856595925537
99,0.21803487171046823,0.2836880835418077,0.2652776367673978,0.2512674274562013,0.23926606067583306,0.22682987760416765,0.2164253667408518,0.20978306726850218,0.20354927529865577,0.1971203951679232,0.23227907937119932,0.2527856595925537
153,0.2091377640029362,0.22535362141423115,0.265897616181208,0.25357569374680866,0.2428562110194176,0.2299034000732737,0.21828239692623985,0.2009807734336401,0.20352378352540454,0.20656144765553142,0.2391146061116508,0.2527856595925537
