trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6,0.21776123407678558,0.21209822327450262,0.20879559075640275,0.2134876966985659,0.15605506657877563,0.19894025654508452,0.1971362345743241,0.19645148309653135,0.20155643065359322,0.2098825353559987,0.2127544605540801,0.21053046134131972,0.22836703092946956,0.22828543490514436,0.24555983216203364,0.2527767801911122,0.2598310071525376,0.28064415178550833,0.2902296061642223,0.2896756413845295,0.32155133481181,0.3123877338435707,0.36657451440068856,0.3813133500424073,0.4128751292133864,0.4588697427921623,0.2261986087097229,0.2301390673651833,0.24001630414951777,0.24702941032161047,0.2539952540944197
24,0.21776123407678558,0.20926671787336112,0.20997577989849434,0.202982135610078,0.20336235236267813,0.1959294140152254,0.18016960086391723,0.1836071282595204,0.1888205270284728,0.18808684060198447,0.19903299522406717,0.20373463106018164,0.2142371166827661,0.2276283970556576,0.2389060094909361,0.227283322643547,0.23001716253565352,0.24291651081047005,0.24850301053834742,0.2512421698903841,0.26708526378488345,0.26569415801372087,0.2933738660594603,0.30430433498686116,0.32262744201698546,0.34751719584085033,0.23595571923880237,0.2399268667887794,0.25586402035874073,0.2663833117527939,0.2741183369661223
44,0.21776123407678558,0.20643521247221963,0.2111559690405859,0.19247657452159012,0.1972480082213759,0.19358444962016588,0.19145225646615532,0.19144835383312922,0.19125426386978106,0.19252798984911068,0.1917052880301671,0.19368160885037478,0.19299104899799643,0.19687345837735232,0.1959287527369624,0.20178986509598182,0.20020331791876944,0.20518886983543178,0.20677641491247256,0.21280869839623873,0.21261919275795696,0.219000582183871,0.22017321771823206,0.22729531993131505,0.23237975482058454,0.23616464888953834,0.24571282976788186,0.24971466621237548,0.2717117365679637,0.2857372131839773,0.2942414198378249
108,0.21492972867564408,0.2076154016143112,0.2123218328695759,0.17426582055018286,0.21546520960281643,0.20469082035698977,0.20678131682680578,0.2101480374356428,0.20330048651507054,0.2122623353744776,0.20417589297258767,0.20441066013821083,0.20374326697825942,0.20507873039492847,0.20264818558474948,0.20484398963692688,0.20342320713398546,0.20625110291653811,0.20644459797437184,0.2107670428511591,0.209142820084735,0.2114951031924047,0.21057666304972925,0.21318387826970012,0.2129936558800541,0.2164414981806434,0.22035126794158721,0.22416858794029482,0.22767550889042704,0.23387217122271706,0.2412603668322004
