trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
11,0.6074611452863067,0.4647264046027467,0.4392446156990193,0.3534473086185964,0.312672064173031,0.29135248734877134,0.25409028233662645,0.22633818821072688,0.21084685498291497,0.19670393007399167,0.17550394213173723,0.16257391788228664,0.15623247105362636,0.1524300394251383,0.1639510637694276,0.16067584075182761,0.18402309509981135,0.20343959392355548,0.21750915023998021,0.2496651451620573,0.25371944990396506,0.26384396804271487,0.2768077096344361,0.29456266708639284,0.3102091741854902
35,0.5717774601154166,0.4583559573768149,0.4177952889289136,0.30215330502437165,0.2682252461835571,0.23826313903727658,0.21994544502523092,0.21167212916088923,0.19454987657343195,0.19361997445311105,0.1790397648626222,0.17391559853188165,0.17063231771112872,0.16976723081504808,0.1659740949282931,0.1667321634529688,0.16973331848440082,0.17026995909460535,0.18076653379617427,0.1822080068454612,0.19016406891095347,0.19208591649243656,0.19330450059674556,0.2451954495316699,0.25391565046929215
70,0.5360937749445267,0.451985510150883,0.39634596215880785,0.2508593014301469,0.26041124108870917,0.23148947631459577,0.2216398987497067,0.21743089433770965,0.20777308775806097,0.20798537290960387,0.19970788020519514,0.19691029695483195,0.19334874752601322,0.19192398699844587,0.18869889708680598,0.18859947724409662,0.1873257249576115,0.1898093994391581,0.19004085979491442,0.19498517993539508,0.19292654643320228,0.19471072507559373,0.1943081995119422,0.195828231976947,0.19762212675309407
129,0.5004100897736368,0.4456150629249511,0.3748966353887021,0.281765682801589,0.2758818642187403,0.21411523306842567,0.21133231062252322,0.2088903941673248,0.21022910922677532,0.20604843999845232,0.20925617916436448,0.20127679904386608,0.20018120529850714,0.19751201498450738,0.19732702769936478,0.19487366156647434,0.19315504246172385,0.19293086867239978,0.19168948265709473,0.19105207213160796,0.1897123747593783,0.19079476005587379,0.1894218399598986,0.1909625011122992,0.1898628416223578
