trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
12,0.19078239000211766,0.1753928451651809,0.17788504435857966,0.1661307530414573,0.2612934787078038,0.22060246150555496,0.17232894352576805,0.15466770268906282,0.13833999995994725,0.13766563541590043,0.14619369094910978,0.15747226406956763,0.1711031206679381,0.1834549107439016,0.21918589345774042,0.2551982103597184,0.16423322541611823,0.1655870218233663,0.17131330473239906,0.17061209685000217,0.1673422740289122,0.17431534813266364,0.17627396363016712,0.19120163493065195,0.21017557131803177,0.2153487294220821
36,0.19078239000211766,0.17026299688620194,0.18042572684937222,0.16136576177215234,0.1647585144984852,0.16155919514124395,0.1596320222031267,0.15508444601150093,0.1530497571393416,0.15275356328290454,0.15191650159046263,0.15267460112786285,0.15221953697844473,0.15291756986055707,0.15355785854113738,0.15604561034374015,0.1581487170292305,0.1585065509390408,0.163543988332101,0.16058234056640866,0.16959558518308004,0.1758886024491915,0.17640241735715897,0.1961347074551496,0.21485585927232584,0.21551301947200086
99,0.18565254172313872,0.1728036793769945,0.17566073558006726,0.19467500075070282,0.19008281119105516,0.1829425532493254,0.17821070291220498,0.17403046268699493,0.17023134700610595,0.16882504003046173,0.1664790436917116,0.16697769654929426,0.16676267619597832,0.168076595870836,0.1712272322880951,0.17300704187549937,0.17974796359201722,0.1868519375329952,0.1906716094171892,0.1628356517205765,0.1711688394996079,0.17601705617618335,0.18133548988165663,0.20081499540944367,0.21502014932224459,0.21551301947200086
159,0.1805226934441598,0.17534436186778707,0.17089574431076227,0.2279842397292533,0.20534263634830507,0.1897825937907453,0.1861402836297284,0.18021875343963076,0.1786964607564573,0.17566404344110711,0.17474181357516558,0.17152633495389175,0.17149824344319375,0.17154297687160608,0.17064982198932158,0.170317733803006,0.17266749270769174,0.17908262113269713,0.18064185313359568,0.16508896287474434,0.17274209381613576,0.17614550990317523,0.1862685624061543,0.20549528336373774,0.21518443937216336,0.21551301947200086
