trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
23,0.4997960765039154,0.4825659565678396,0.46525182924135994,0.44929009362951594,0.4444003156521765,0.43935313273957183,0.4435054443649163,0.4336685289761455,0.43480703557981704,0.43274982973579434,0.4344321327358757,0.435519012659555,0.44661348736003226,0.43577332898729204,0.4637828129187523,0.42377213671045916,0.4282504273407983,0.4216249473890155,0.44077049529732926,0.42730792367400977,0.460243236727173
42,0.45497015550374564,0.4525707870839046,0.43535793290363817,0.4316947585942155,0.4322981467986509,0.42812949300110353,0.41800009549149064,0.4211068882935927,0.4255276692740879,0.42888083353611417,0.4521186564712455,0.42179219311575,0.4196077009204984,0.442632664120942,0.44305985521277486,0.4418111686131852,0.45117887894316744,0.444543349001374,0.4733838968121168,0.4437088467752376,0.49526326124166287
105,0.38072927453004635,0.42817045759205574,0.4159108063800232,0.3850441524947814,0.41237835073588036,0.41225871680978127,0.386483651471323,0.38491171768086624,0.39654828905060446,0.38939571509260784,0.3882394672600171,0.390235377852597,0.37684992131201583,0.38697396375151816,0.387694072905007,0.38239352413606015,0.37578814416429857,0.37554369226775425,0.39450607747155414,0.39020318769819323,0.39105369564192266
165,0.40493139579736137,0.39802691984065164,0.40029362270776775,0.37983899079208794,0.3853120485864577,0.4278820805873488,0.41007609022373426,0.40985937663034167,0.4146490593931994,0.41191392391424175,0.41187923995978604,0.4184244326063146,0.4063116251496539,0.4253783883351352,0.40573310480773306,0.40532197573842926,0.39870654577665704,0.4081570937825418,0.41090700057278196,0.4252232122126831,0.39105369564192266
