trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
9,0.651382992095275,0.5696165026176372,0.474411615720512,0.3728500630003817,0.27493572978600933,0.23846278995445297,0.2115580823385495,0.19653626105701494,0.19583366326282906,0.19772075866958683,0.21996093187737037,0.23510771816453527,0.26370673354620233,0.24746209991083512,0.25002720113214244,0.25353028714866144,0.2588491940169273,0.2719595659996367,0.29306576320114813,0.3176834382179212,0.3426464542955392,0.3591118763488386
28,0.6309413697258655,0.45330183967040016,0.40423520480071146,0.34786695791024214,0.29931737112946877,0.25786949462265796,0.24555571916184776,0.2342370416210498,0.2228547659258211,0.2217282332404355,0.2187824725747119,0.21721093665918736,0.21988304568924882,0.2238943506595665,0.23345627642646682,0.24412996143158103,0.2598832341403247,0.27964962921668907,0.2975378078626345,0.3243986483363501,0.34872905628193557,0.36257281637113964
88,0.6104997473564561,0.4603384316871041,0.43196186803055775,0.3986625533047984,0.3676821613439432,0.3391977008033967,0.31545723851013724,0.3029580044970394,0.2938454225333285,0.2851964547991048,0.2785309786391286,0.2718327246628964,0.2647123978117027,0.2604765828527457,0.25893600038759923,0.2567811137701325,0.2565794395655321,0.28412167387817544,0.3042530179810634,0.3304812503227465,0.3521899963042366,0.36257281637113964
146,0.5900581249870467,0.46737502370380807,0.3778617004210006,0.3550157009790581,0.33669247087879517,0.32034706236106436,0.30441286556849245,0.29763788447562833,0.29235602934357907,0.2858972479829031,0.2807559453468865,0.27630094920825193,0.2710298491621037,0.26659812583781806,0.2629306128657418,0.25781515389352994,0.26426950278258443,0.28859371853966176,0.3109682280994923,0.3365638523091429,0.3556509363265376,0.36257281637113964
