trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
11,0.530990122611022,0.46248644231451996,0.40397968604553325,0.3286388149736191,0.23699811380788183,0.2131584689930847,0.1911980107548708,0.17920014695938455,0.18106713911613084,0.18832662787356352,0.2055190738822033,0.22032226277880476,0.2308017484325396,0.2417020895241876,0.2479067480609205,0.251636993881784,0.2589607686815055,0.2797085971012252,0.3036381588092329,0.32834614317608757,0.3480314913749586
30,0.43479416528347714,0.38120787234065445,0.33802507141598764,0.2955926172029588,0.2500651684498052,0.23362275031074212,0.22200501424037902,0.21251920513288164,0.21431681291528784,0.2073043651814069,0.207551983353963,0.20874665165093317,0.21791079107560543,0.2236426962529192,0.2404466537744193,0.25135035435837166,0.26727070109372664,0.2838545624370581,0.31023269093329114,0.334383960590353,0.3525806683031605
90,0.44402492429382473,0.41483184678048984,0.384615594847062,0.3493854542022326,0.32207692526215115,0.30181072938547876,0.28792977407900255,0.27782520503053476,0.2703180797266142,0.26329993024826065,0.2567181841501516,0.25134013081130424,0.24710204683829765,0.2443472703979377,0.24244914809499954,0.24234090385706322,0.2714166664295595,0.29044909456111634,0.3162705083475566,0.3389331375185549,0.3525806683031605
148,0.4532556833041724,0.4094057664130115,0.35843001754573617,0.3366197246026239,0.31817390904472476,0.3025524699043184,0.28794243091956395,0.2812676374083081,0.27789115798556197,0.27382458065042936,0.2674489227456487,0.2624665229049453,0.259761482795456,0.25536684234742174,0.25192363340519636,0.25065083626928436,0.27556263176539236,0.2970436266851746,0.3223083257618221,0.34348231444675675,0.3525806683031605
