trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,0.37196621644632294,0.34430451618964575,0.3515748719757736,0.36160169072560144,0.35439344536215456,0.34549382717229044,0.3827597456659385,0.4240173064026307,0.4117702410091706,0.4902670599954845,0.5056586130412953,0.5535732903757253,0.601426934486392,0.3935744273861559,0.37262429834742017,0.36807732903766116,0.37145098839185964,0.37918815389223265,0.37624624590236067,0.38821519073175226
28,0.4320184232766036,0.4244947331729611,0.4348364779061374,0.4201046387157796,0.4313184600331289,0.42171632555143695,0.4329385119813939,0.41510698675654145,0.41801197577976634,0.4243933209064554,0.4226361732789992,0.4241033745468465,0.4233190560547745,0.4313167644744221,0.39043547442079524,0.38235300356098717,0.38792996544913305,0.39891723448906147,0.39973689232567716,0.4195025639023744
47,0.4154603500439552,0.40815452777356265,0.4137777301851863,0.40661109887569247,0.3954446961292459,0.4073981666391572,0.3986568320372807,0.39270541054750474,0.4072190854271499,0.4088837004577865,0.4095508848645659,0.40547452940321055,0.4036491670421507,0.4067588380920547,0.40824665049417025,0.39662867808431324,0.40440894250640647,0.4186463150858903,0.4232275387489937,0.45078993707299647
110,0.39291990834587387,0.37624317728760814,0.36375417638926255,0.3637854703794255,0.36414177722856195,0.3619368887289128,0.36274168237155885,0.3516934602747583,0.34942306869297074,0.3508280825874402,0.35139993568634365,0.3554623896176716,0.35583209029788976,0.35481312227404516,0.3538016545143351,0.3549720113345862,0.35945907329540383,0.3527555994790441,0.3569278175611302,0.3576987047025006
