trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
16,0.5538024873903828,0.47125046923389696,0.40810121401632643,0.34601194534122753,0.28045738688609345,0.25478333398483394,0.23298311219432413,0.22016037276753259,0.21224664709803454,0.21523851444128198,0.21804555713021195,0.22509752809115546,0.23211281265411862,0.24008861472086973,0.24281029656244407,0.2470496887405177,0.2601246611571741,0.27673081444204933,0.2977680985243759,0.3169437276640953,0.33009150954492467
35,0.4263800463977965,0.38719360060023617,0.3366654724373967,0.30416856966823164,0.2627686813316885,0.2497974635393587,0.2380168053116659,0.2302393315819714,0.22530319767387286,0.221150178275486,0.22091820733839487,0.22179600627684284,0.22529131938346253,0.2326736115184645,0.24207440433276087,0.25388253282078144,0.26726167896867475,0.2798871929331742,0.30372840038810983,0.32134883675609044,0.3330057338078694
95,0.44133685400982997,0.39177557969691346,0.36277926322479476,0.32975863958929014,0.31805779915053717,0.2952138972858886,0.28428421160572775,0.27617448969135977,0.2705619381377288,0.2637874945798541,0.2573443055151531,0.25233000715763326,0.24904604798258195,0.2472135483127897,0.24560766581047286,0.24585062553417275,0.27041805745979963,0.28584749479690813,0.308133509480105,0.3242630610190352,0.3330057338078694
153,0.45629366162186347,0.3999383968566199,0.33029620290158157,0.3108397756940611,0.29149418851079434,0.2793991641171777,0.27090938432256434,0.2587702968619962,0.2631649234120206,0.2574630875178467,0.25143659940462837,0.24994822641153666,0.24750361792327497,0.24354618879212728,0.24021684466025398,0.2529876433456734,0.27357443595092445,0.29180779666064205,0.31253861857210014,0.3271772852819799,0.3330057338078694
