trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2,0.8856104354123644,0.698263374094633,0.5435133644343224,0.37686714476176497,0.1994864765166379,0.16535915770715368,0.18094851393370937,0.20520536171787074,0.26887771473497285,0.3428513740572941,0.38669564981145277,0.45615601578538834,0.5263878241937632,0.5967578394132406,0.29359465536024354,0.27395415600916717,0.27599345025873356,0.2789073166991687,0.2812134455401041,0.2837641246792593,0.29237554507606833,0.29469941289070095,0.30447470392476644,0.30775017300894536,0.3129678835047423,0.3195243436800346,0.3244493477176048,0.32899865142218915,0.33734130052477995,0.3450730334068706,0.3529894445635512,0.3629340803209986,0.3779201750990392,0.4019193850116358,0.425398607948392
19,0.33432204919508857,0.313780077075713,0.3000310503812553,0.2837849764444068,0.2775878232017892,0.2750323344542369,0.2748120611837751,0.2714626152918188,0.2733910389490386,0.270062061572096,0.27411113708078383,0.2800583527907678,0.2864705712047353,0.2977504623124506,0.31858257392634204,0.2770823717419031,0.280110949797944,0.28102502074640257,0.2839528508611852,0.2849538670276435,0.2919575185300252,0.2961333612623935,0.30624249815962684,0.30762011331617445,0.3157067984454117,0.3200636588270114,0.3263725345894132,0.329350116402673,0.34116116009559155,0.3451190402771044,0.3569016432716577,0.36399419949161577,0.3843531033174423,0.40748606174953095,0.431571542678875
43,0.45563582416160336,0.3200694860391834,0.2997818108501314,0.29037077101654507,0.2820716767928419,0.27846245484272864,0.27506563218830976,0.27330950335318765,0.2728282797071695,0.27553765605913116,0.27515591064447603,0.27580902074950603,0.2742580466461954,0.27778890391065986,0.27538906402232144,0.28021058747463906,0.28422844933715447,0.2831427247936364,0.28669225618226635,0.2861436093760277,0.29153949198398205,0.29756730963408595,0.30801029239448724,0.30749005362340354,0.3184457133860811,0.3206029739739881,0.32829572146122155,0.32970158138315675,0.34498101966640315,0.3451650471473381,0.36081384197976424,0.3650543186622329,0.39078603153584546,0.41305273848742613,0.4377444774093579
107,0.5769495991281182,0.28800440490713347,0.28513883153640696,0.2794341249591755,0.2741789793466229,0.27154500926465314,0.26885689536312135,0.267937411642658,0.2683331745824956,0.267704819297597,0.2676454565410911,0.26766656661159344,0.26717092429335987,0.26860673679414504,0.2708259402764312,0.2718759507195231,0.27678961265193486,0.27847404021902294,0.2825743823308752,0.2927935716221115,0.2932654645190085,0.30270690968990605,0.3078802327017163,0.3102289685640729,0.3189850285330578,0.3225261608457965,0.3286471864417053,0.33352144095396835,0.34502702653663686,0.34907724585544464,0.3618739611503814,0.37148724688063606,0.39635270827374064,0.41922567321790905,0.4377444774093579
