trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7
14,0.24037225575338653,0.2035241791296691,0.17741517953851657,0.15616974346193338,0.14329836562207404,0.15405846036624213,0.16991060018011417,0.2238432899062178,0.2141041047976276,0.1972011277428547,0.2017441582805895
34,0.2931144801319686,0.19845971565681972,0.1876106952994835,0.17155124929267337,0.16238813583805065,0.15537952183317416,0.15670736118338827,0.2128171272775537,0.2043059780013722,0.1985477660117236,0.202669035280588
59,0.34585670451055067,0.318315891181199,0.2899934491838201,0.2675564175938942,0.2440356046992114,0.22598593101929218,0.2098465302759405,0.20179096464888957,0.19450785120511685,0.19989440428059252,0.2035939122805865
113,0.31948156295882074,0.3032275551895938,0.29049198971128376,0.2743665957939766,0.26076638680324676,0.24942277500638035,0.23486945253488192,0.22390223159388295,0.19585448947398576,0.200819281280591,0.2035939122805865
